sp_name;aesthe_score
Diproctacanthus_xanthurus;1424.3364
Dipterygonotus_balteatus;1277.5616
Dischistodus_chrysopoecilus;1352.2087
Dischistodus_darwiniensis;1513.4353
Dischistodus_melanotus;1474.1152
Dischistodus_perspicillatus;1490.0355
Dischistodus_prosopotaenia;1520.9667
Dischistodus_pseudochrysopoecilus;1483.944
Doratonotus_megalepis;1463.4819
Dotalabrus_alleni;1620.6047
Dotalabrus_aurantiacus;1394.1685
Dules_auriga;1357.6793
Echeneis_naucrates;1475.177
Echeneis_neucratoides;1394.817
Echidna_nebulosa;1400.3358
Echidna_nocturna;1426.8721
Ecsenius_aequalis;1287.1344
Ecsenius_alleni;1358.6238
Ecsenius_bandanus;1428.3292
Ecsenius_bathi;1420.4514
Ecsenius_bicolor;1439.082
Ecsenius_fijiensis;1368.4851
Ecsenius_fourmanoiri;1518.5874
Ecsenius_frontalis;1380.8871
Ecsenius_gravieri;1361.9746
Ecsenius_kurti;1411.134
Ecsenius_lineatus;1412.5164
Ecsenius_lividanalis;1482.9524
Ecsenius_midas;1478.8716
Ecsenius_minutus;1372.6516
Ecsenius_nalolo;1411.651
Ecsenius_namiyei;1373.6101
Ecsenius_oculatus;1477.9531
Ecsenius_prooculis;1472.9822
Ecsenius_randalli;1294.5015
Ecsenius_schroederi;1435.003
Ecsenius_stictus;1353.7325
Ecsenius_stigmatura;1553.5426
Ecsenius_tigris;1360.0486
Ecsenius_tricolor;1444.9099
Ecsenius_trilineatus;1345.5989
Ecsenius_yaeyamaensis;1345.8213
Ekemblemaria_myersi;1378.0698
Elacatinus_atronasus;1453.0911
Elacatinus_cayman;1365.4236
Elacatinus_centralis;1280.357
Elacatinus_evelynae;1485.7678
Elacatinus_figaro;1549.9377
Elacatinus_genie;1525.4026
Elacatinus_horsti;1277.346
Elacatinus_jarocho;1435.8105
Elacatinus_oceanops;1515.3091
Elacatinus_prochilos;1363.6567
Elacatinus_puncticulatus;1442.7319
Elacatinus_randalli;1437.1699
Elacatinus_xanthiprora;1472.7876
Elagatis_bipinnulata;1243.2886
Eleotrica_cableae;1399.824
Elops_affinis;1162.9142
Embiotoca_jacksoni;1385.7578
Embiotoca_lateralis;1371.8718
Emblemariopsis_pricei;1364.2563
Emblemariopsis_signifer;1339.5027
Enchelycore_lichenosa;1425.9119
Enchelycore_ramosa;1412.0658
Engraulis_australis;1165.5994
Enneanectes_carminalis;1441.5167
Enneanectes_smithi;1383.9808
Enneapterygius_atrogulare;1509.4597
Enneapterygius_hemimelas;1437.3185
Enneapterygius_kermadecensis;1348.1613
Enneapterygius_larsonae;1536.8147
Enneapterygius_mirabilis;1317.0034
Enneapterygius_rufopileus;1447.3501
Enneapterygius_similis;1517.1293
Enophrys_diceraus;1273.447
Enoplosus_armatus;1765.3384
Entomacrodus_chapmani;1313.0009
Entomacrodus_solus;1265.5283
Eocallionymus_papilio;1429.402
Epibulus_brevis;1414.6681
Epibulus_insidiator;1631.6525
Epinephelides_armatus;1410.5388
Epinephelus_adscensionis;1522.6919
Epinephelus_akaara;1609.6567
Epinephelus_albomarginatus;1316.709
Epinephelus_analogus;1377.2101
Epinephelus_areolatus;1483.201
Epinephelus_bilobatus;1343.6523
Epinephelus_bleekeri;1371.4236
Epinephelus_bruneus;1127.4019
Epinephelus_coeruleopunctatus;1371.959
Epinephelus_coioides;1544.2571
Epinephelus_corallicola;1376.9229
Epinephelus_costae;1426.4421
Epinephelus_cyanopodus;1573.786
Epinephelus_daemelii;1194.9419
Epinephelus_fasciatus;1616.6797
Epinephelus_fuscoguttatus;1401.6797
Epinephelus_guttatus;1507.7952
Epinephelus_hexagonatus;1526.3
Epinephelus_irroratus;1386.625
Epinephelus_itajara;1415.225
Epinephelus_labriformis;1495.297
Epinephelus_lanceolatus;1336.8713
Epinephelus_longispinis;1316.5403
Epinephelus_macrospilos;1673.699
Epinephelus_maculatus;1536.1913
Epinephelus_malabaricus;1380.901
Epinephelus_marginatus;1527.7795
Epinephelus_melanostigma;1489.2422
Epinephelus_merra;1622.4377
Epinephelus_morio;1384.1521
Epinephelus_multinotatus;1392.1415
Epinephelus_ongus;1859.2363
Epinephelus_polyphekadion;1423.8374
Epinephelus_quoyanus;1623.6199
Epinephelus_rivulatus;1250.9783
Epinephelus_socialis;1454.0217
Epinephelus_spilotoceps;1433.0261
Epinephelus_striatus;1417.1313
Epinephelus_tauvina;1405.4529
Epinephelus_tukula;1580.0051
Epinephelus_undulatostriatus;1461.606
Equetus_punctatus;1570.644
Eubalichthys_bucephalus;1394.207
Eubalichthys_caeruleoguttatus;1466.854
Eubalichthys_cyanoura;1483.9832
Eubalichthys_gunnii;1713.5332
Eubalichthys_mosaicus;2056.1865
Eucinostomus_dowii;1265.0427
Eupetrichthys_angustipes;1470.3892
Euthynnus_affinis;1186.6827
Euthynnus_lineatus;1233.2336
Eutrigla_gurnardus;1227.2869
Eviota_albolineata;1487.819
Eviota_atriventris;1529.0132
Eviota_bifasciata;1376.7899
Eviota_bimaculata;1512.5474
Eviota_fasciola;1465.3578
Eviota_guttata;1426.3021
Eviota_hoesei;1549.9495
Eviota_lachdeberei;1341.0547
Eviota_latifasciata;1383.1157
Eviota_melasma;1495.9429
Eviota_mikiae;1372.408
Eviota_nigriventris;1430.1852
Eviota_pellucida;1465.9706
Eviota_prasites;1377.8062
Eviota_raja;1470.6537
Eviota_readerae;1445.884
Eviota_rubriceps;1287.7439
Eviota_sebreei;1384.8419
Eviota_sigillata;1517.2161
Eviota_storthynx;1350.1149
Eviota_zebrina;1457.4829
Evistias_acutirostris;1735.5626
Evynnis_cardinalis;1422.1206
Exallias_brevis;1721.994
Exyrias_belissimus;1386.5815
Favonigobius_lateralis;1353.4265
Foetorepus_calauropomus;1229.3784
Forcipiger_flavissimus;1663.1116
Forcipiger_longirostris;1713.07880275742
Forsterygion_capito;1348.5132
Forsterygion_flavonigrum;1478.4111
Forsterygion_gymnotum;1416.3525
Forsterygion_lapillum;1352.3828
Forsterygion_malcolmi;1382.301
Forsterygion_maryannae;1345.1409
Forsterygion_varium;1448.5107
Furcina_osimae;1376.0605
Fusigobius_duospilus;1332.3499
Fusigobius_inframaculatus;1493.7554
Fusigobius_melacron;1397.4507
Fusigobius_neophytus;1368.9292
Fusigobius_signipinnis;1364.1451
Gadus_morhua;1327.4672
Gasterosteus_aculeatus;1263.6576
Genicanthus_caudovittatus;1514.9775
Genicanthus_lamarck;1592.8005
Genicanthus_semicinctus;1683.8573
Genicanthus_watanabei;1698.9918
Genypterus_tigerinus;1243.5654
Gerres_cinereus;1222.4454
Gerres_equulus;1178.018
Gerres_subfasciatus;1228.948
Gillellus_chathamensis;1255.7827
Girella_cyanea;1575.069
Girella_elevata;1286.2639
Girella_fimbriata;1345.1228
Girella_freminvillii;1314.3029
Girella_nigricans;1497.1115
Girella_punctata;1319.1548
Girella_simplicidens;1335.5737
Girella_tephraeops;1253.699
Girella_tricuspidata;1288.3148
Girella_zebra;1417.5122
Glaucosoma_hebraicum;1575.0927
Glaucosoma_magnificum;1446.773
Glaucosoma_scapulare;1222.8345
Glyptoparus_delicatulus;1282.3645
Gnathanacanthus_goetzeei;1446.7649
Gnathanodon_speciosus;1517.26
Gnathodentex_aureolineatus;1370.052
Gnatholepis_anjerensis;1316.0964
Gnatholepis_cauerensis;1330.6725
Gnatholepis_thompsoni;1349.9158
Gobiesox_woodsi;1287.707
Gobioclinus_dendriticus;1518.463
Gobiodon_citrinus;1627.8162
Gobiodon_heterospilos;1496.1814
Gobiodon_histrio;1603.8352
Gobiodon_okinawae;1543.925
Gobiodon_quinquestrigatus;1456.96
Gobiodon_spilophthalmus;1378.7188
Gobiosoma_hildebrandi;1249.1646
Gobiosoma_spilotum;1212.3715
Gobius_bucchichi;1324.7485
Gobius_cruentatus;1428.7263
Gobius_fallax;1380.9893
Gobius_niger;1354.4567
Gobius_paganellus;1381.5092
Gobius_tetrophthalmus;1338.0215
Gobius_xanthocephalus;1458.7893
Gobiusculus_flavescens;1421.9017
Gomphosus_caeruleus;1575.5198
Gomphosus_varius;1593.9507
Gorgasia_galzini;1401.3735
Gracila_albomarginata;1503.0759
Gramma_brasiliensis;1528.4526
Gramma_loreto;1533.386
Grammatorcynus_bicarinatus;1187.7434
Grammatorcynus_bilineatus;1250.747
Grammistes_sexlineatus;1708.6221
Gunnellichthys_monostigma;1382.9058
Gymnocaesio_gymnoptera;1258.626
Gymnocanthus_tricuspis;1320.5625
Gymnoclinus_cristulatus;1380.0195
Gymnocranius_audleyi;1286.7808
Gymnocranius_euanus;1380.1287
Gymnocranius_microdon;1237.791
Gymnocrotaphus_curvidens;1452.0323
Gymnomuraena_zebra;1527.1033
Gymnosarda_unicolor;1188.3816
Gymnothorax_annasona;1363.7473
Gymnothorax_breedeni;1250.0941
Gymnothorax_castaneus;1363.822
Gymnothorax_cribroris;1235.0142
Gymnothorax_dovii;1347.1874
Gymnothorax_eurostus;1447.1167
Gymnothorax_favagineus;1568.0684
Gymnothorax_fimbriatus;1425.6201
Gymnothorax_flavimarginatus;1307.4243
Gymnothorax_funebris;1485.9933
Gymnothorax_javanicus;1424.6931
Gymnothorax_meleagris;1444.5186
Gymnothorax_miliaris;1427.2163
Gymnothorax_moringa;1477.9578
Gymnothorax_nubilus;1198.5964
Gymnothorax_obesus;1137.3318
Gymnothorax_panamensis;1353.1079
Gymnothorax_pictus;1341.3354
Gymnothorax_porphyreus;1355.9658
Gymnothorax_prasinus;1372.2759
Gymnothorax_prionodon;1374.163
Gymnothorax_thyrsoideus;1364.8627
Gymnothorax_undulatus;1392.4202
Gymnothorax_zonipectis;1369.5199
Haemulon_album;1181.924
Haemulon_aurolineatum;1270.1731
Haemulon_carbonarium;1482.3535
Haemulon_chrysargyreum;1565.6162
Haemulon_flaviguttatum;1249.8932
Haemulon_flavolineatum;1597.8645
Haemulon_macrostomum;1347.3993
Haemulon_maculicauda;1366.6636
Haemulon_melanurum;1437.4626
Haemulon_parra;1290.508
Haemulon_plumierii;1539.8003
Haemulon_sciurus;1570.6624
Haemulon_scudderii;1251.0583
Haemulon_sexfasciatum;1285.8069
Haemulon_steindachneri;1243.8247
Haemulon_vittatum;1446.9598
Haletta_semifasciata;1252.8779
Halichoeres_adustus;1467.1953
Halichoeres_argus;1544.2063
Halichoeres_biocellatus;1600.7808
Halichoeres_bivittatus;1531.9961
Halichoeres_brasiliensis;1539.2076
Halichoeres_brownfieldi;1460.7238
Halichoeres_burekae;1548.913
Halichoeres_chierchiae;1559.924
Halichoeres_chloropterus;1531.1917
Halichoeres_chrysus;1540.5996
Halichoeres_cosmetus;1606.1516
Halichoeres_dimidiatus;1510.276
Halichoeres_discolor;1537.9905
Halichoeres_dispilus;1576.2694
Halichoeres_erdmanni;1419.653
Halichoeres_garnoti;1629.5781
Halichoeres_hartzfeldii;1551.7234
Halichoeres_hortulanus;1620.546
Halichoeres_insularis;1426.631
Halichoeres_iridis;1518.179
Halichoeres_leucoxanthus;1484.5774
Halichoeres_leucurus;1651.5039
Halichoeres_maculipinna;1537.8568
Halichoeres_malpelo;1286.56
Halichoeres_margaritaceus;1506.8066
Halichoeres_marginatus;1729.909
Halichoeres_melanochir;1505.7798
Halichoeres_melanurus;1726.599
Halichoeres_melasmapomus;1556.9404
Halichoeres_miniatus;1450.3728
Halichoeres_nebulosus;1445.5898
Halichoeres_nicholsi;1483.3372
Halichoeres_nigrescens;1490.7407
Halichoeres_notospilus;1459.405
Halichoeres_orientalis;1612.8192
Halichoeres_ornatissimus;1667.409
Halichoeres_pictus;1576.0796
Halichoeres_poeyi;1551.2446
Halichoeres_prosopeion;1527.9421
Halichoeres_radiatus;1628.4575
Halichoeres_richmondi;1721.7285
Halichoeres_salmofasciatus;1474.9365
Halichoeres_scapularis;1625.6522
Halichoeres_semicinctus;1434.7173
Halichoeres_socialis;1571.0424
Halichoeres_solorensis;1459.1299
Halichoeres_tenuispinis;1457.8679
Halichoeres_timorensis;1470.134
Halichoeres_trimaculatus;1395.3833
Halichoeres_trispilus;1423.2806
Helcogramma_chica;1386.9841
Helcogramma_decurrens;1417.4434
Helcogramma_maldivensis;1437.4197
Helcogramma_striata;1470.5349
Helcogrammoides_cunninghami;1380.8518
Helicolenus_percoides;1399.8354
Helotes_sexlineatus;1381.2585
Hemiglyphidodon_plagiometopon;1634.7
Hemigymnus_fasciatus;1522.7773
Hemigymnus_melapterus;1538.4285
Hemilepidotus_jordani;1300.2756
Hemiramphus_depauperatus;1188.2681
Hemitaurichthys_multispinosus;1445.2021
Hemitaurichthys_polylepis;1567.3386
Hemitaurichthys_thompsoni;1188.046
Hemitaurichthys_zoster;1599.224
Heniochus_acuminatus;1727.23481901297
Heniochus_chrysostomus;1625.951
Heniochus_diphreutes;1605.2539
Heniochus_intermedius;1683.231
Heniochus_monoceros;1685.1045
Heniochus_pleurotaenia;1706.578
Heniochus_singularius;1679.1431
Heniochus_varius;1699.7896
Heteroclinus_adelaidae;1484.8943
Heteroclinus_johnstoni;1303.9784
Heteroclinus_perspicillatus;1376.4818
Heteroclinus_roseus;1603.5149
Heteroclinus_tristis;1527.1866
Heteroconger_hassi;1394.2643
Heteropriacanthus_cruentatus;1589.8715
Heteroscarus_acroptilus;1672.6042
Heterostichus_rostratus;1399.065
Hexagrammos_agrammus;1320.9182
Hexagrammos_decagrammus;1611.8132
Hexagrammos_otakii;1298.272
Hexagrammos_stelleri;1195.0107
Hipposcarus_harid;1610.091
Hipposcarus_longiceps;1411.4258
Holacanthus_bermudensis;1789.705
Holacanthus_ciliaris;2019.0776
Holacanthus_clarionensis;1781.8696
Holacanthus_passer;1944.946
Holacanthus_tricolor;1672.5197
Holocentrus_adscensionis;1463.6086
Holocentrus_rufus;1541.1945
Hologymnosus_annulatus;1467.1549
Hologymnosus_doliatus;1651.8
Hoplolatilus_cuniculus;1401.855
Hoplolatilus_starcki;1543.3209
Hoplopagrus_guentherii;1363.2988
Hyperlophus_vittatus;1334.2523
Hypoatherina_barnesi;1159.8907
Hypoplectrodes_annulatus;1429.94
Hypoplectrodes_huntii;1399.0332
Hypoplectrodes_maccullochi;1394.6465
Hypoplectrodes_nigroruber;1422.7932
Hypoplectrus_aberrans;1444.3691
Hypoplectrus_castroaguirrei;1402.7039
Hypoplectrus_chlorurus;1243.5764
Hypoplectrus_gemma;1640.0754
Hypoplectrus_guttavarius;1518.1299
Hypoplectrus_indigo;1543.2405
Hypoplectrus_maya;1673.9512
Hypoplectrus_nigricans;1348.6116
Hypoplectrus_providencianus;1421.3805
Hypoplectrus_puella;1601.457
Hypoplectrus_unicolor;1439.956
Hyporhamphus_affinis;1417.6658
Hyporthodus_flavolimbatus;1396.8091
Hyporthodus_niveatus;1467.6296
Hyporthodus_octofasciatus;1441.6201
Hypsoblennius_proteus;1369.4032
Hypsurus_caryi;1276.2573
Hypsypops_rubicundus;1632.5394
Iniistius_celebicus;1332.8065
Iniistius_pavo;1519.1898
Inimicus_caledonicus;1333.9347
Inimicus_filamentosus;1283.9229
Isocirrhitus_sexfasciatus;1325.4392
Istigobius_campbelli;1458.2278
Istigobius_decoratus;1397.9783
Istigobius_goldmanni;1297.9531
Istigobius_hoesei;1336.6866
Istigobius_nigroocellatus;1365.408
Istigobius_rigilius;1294.8616
Itycirrhitus_wilhelmi;1423.8867
Jenkinsia_lamprotaenia;1190.3181
Johnrandallia_nigrirostris;1753.4598
Jordania_zonope;1523.3152
Karalepis_stewarti;1438.6104
Koumansetta_hectori;1572.0763
Koumansetta_rainfordi;1564.0269
Kuhlia_mugil;1255.9805
Kyphosus_analogus;1312.7297
Kyphosus_azureus;1303.961
Kyphosus_bigibbus;1365.1187
Kyphosus_cinerascens;1380.67507402792
Kyphosus_cornelii;1210.3396
Kyphosus_elegans;1515.1533
Kyphosus_incisor;1277.9211
Kyphosus_ocyurus;1385.769
Kyphosus_sectatrix;1367.9722
Kyphosus_sydneyanus;1259.4878
Kyphosus_vaigiensis;1595.033
Labracinus_cyclophthalmus;1662.2322
Labracinus_lineatus;1416.8057
Labracoglossa_nitida;1442.1716
Labrichthys_unilineatus;1587.562
Labrisomus_cricota;1357.3588
Labrisomus_jenkinsi;1430.5754
Labrisomus_multiporosus;1377.3937
Labrisomus_nuchipinnis;1440.5532
Labrisomus_socorroensis;1302.5531
Labroides_bicolor;1395.388
Labroides_dimidiatus;1589.454
Labroides_pectoralis;1412.858
Labroides_phthirophagus;1548.288
Labroides_rubrolabiatus;1509.064
Labropsis_alleni;1341.354
Labropsis_australis;1482.897
Labropsis_manabei;1447.627
Labropsis_micronesica;1527.5764
Labropsis_xanthonota;1505.0315
Labrus_bergylta;1468.6587
Labrus_merula;1441.9674
Labrus_mixtus;1567.6466
Labrus_viridis;1421.3103
Lachnolaimus_maximus;1727.8342
Lactophrys_bicaudalis;1801.585
Lactophrys_triqueter;1727.6631
Lactoria_diaphana;1442.1666
Lactoria_fornasini;1750.1792
Larabicus_quadrilineatus;1622.6812
Latridopsis_ciliaris;1190.2876
Latridopsis_forsteri;1213.2971
Latropiscis_purpurissatus;1513.8617
Leiocottus_hirundo;1452.4552
Lepidonectes_bimaculatus;1441.4833
Lepidonectes_clarkhubbsi;1377.4294
Lepidonectes_corallicola;1382.8268
Lepidozygus_tapeinosoma;1270.7053
Leptatherina_presbyteroides;1129.9993
Leptocottus_armatus;1202.6685
Leptojulis_cyanopleura;1448.8291
Leptoscarus_vaigiensis;1423.0588
Lesueurigobius_friesii;1415.3774
Lethrinus_amboinensis;1225.5707
Lethrinus_atkinsoni;1356.8182
Lethrinus_borbonicus;1329.5593
Lethrinus_erythracanthus;1516.6145
Lethrinus_erythropterus;1317.7307
Lethrinus_genivittatus;1268.9729
Lethrinus_harak;1306.7319
Lethrinus_laticaudis;1236.7789
Lethrinus_lentjan;1323.6185
Lethrinus_microdon;1262.7653
Lethrinus_miniatus;1480.8706
Lethrinus_nebulosus;1351.0537
Lethrinus_obsoletus;1366.4641
Lethrinus_olivaceus;1272.9038
Lethrinus_ornatus;1374.611
Lethrinus_rubrioperculatus;1198.9828
Lethrinus_variegatus;1303.4965
Lethrinus_xanthochilus;1207.1523
Leviprora_inops;1270.2183
Limnichthys_fasciatus;1302.9308
Liparis_montagui;1373.2683
Lipophrys_pholis;1403.3503
Lithognathus_lithognathus;1135.3191
Lithognathus_mormyrus;1167.3372
Liza_luciae;1210.6265
Lotella_rhacina;1407.9292
Lotilia_graciliosa;1563.2234
Lucayablennius_zingaro;1406.4331
Lutjanus_alexandrei;1413.0015
Lutjanus_analis;1253.097
Lutjanus_apodus;1279.3514
Lutjanus_aratus;1314.064
Lutjanus_argentimaculatus;1314.644
Lutjanus_argentiventris;1487.494
Lutjanus_biguttatus;1521.4805
Lutjanus_bohar;1298.369
Lutjanus_boutton;1383.2051
Lutjanus_campechanus;1311.7465
Lutjanus_carponotatus;1426.0303
Lutjanus_cyanopterus;1320.4766
Lutjanus_decussatus;1382.7709
Lutjanus_ehrenbergii;1373.3657
Lutjanus_erythropterus;1315.9668
Lutjanus_fulviflamma;1445.1396
Lutjanus_fulvus;1359.3312
Lutjanus_gibbus;1350.8519
Lutjanus_griseus;1249.4421
Lutjanus_guttatus;1396.0505
Lutjanus_inermis;1348.265
Lutjanus_jocu;1248.7681
Lutjanus_johnii;1284.77
Lutjanus_jordani;1318.7922
Lutjanus_kasmira;1672.9222
Lutjanus_lemniscatus;1231.0204
Lutjanus_lutjanus;1448.0084
Lutjanus_mahogoni;1294.1746
Lutjanus_monostigma;1408.506
Lutjanus_novemfasciatus;1273.7043
Lutjanus_quinquelineatus;1539.8824
Lutjanus_rivulatus;1355.8278
Lutjanus_rufolineatus;1396.0298
Lutjanus_russellii;1286.7357
Lutjanus_sebae;1634.4224
Lutjanus_semicinctus;1355.159
Lutjanus_synagris;1488.9008
Lutjanus_viridis;1652.2372
Lutjanus_vitta;1394.6052
Luzonichthys_waitei;1462.709
Luzonichthys_whitleyi;1440.7019
Lythrypnus_dalli;1572.8599
Lythrypnus_gilberti;1559.9214
Lythrypnus_insularis;1450.49
Macolor_macularis;1583.6282
Macolor_niger;1726.297
Macrodontogobius_wilburi;1202.6987
Macropharyngodon_bipartitus;1737.3223
Macropharyngodon_choati;1682.7805
Macropharyngodon_geoffroy;1876.6006
Macropharyngodon_kuiteri;1584.4089
Macropharyngodon_meleagris;1851.0017
Macropharyngodon_negrosensis;1647.2039
Macropharyngodon_ornatus;1636.8391
Malacanthus_brevirostris;1343.2151
Malacanthus_latovittatus;1570.0227
Malacanthus_plumieri;1397.4043
Malacoctenus_boehlkei;1545.891
Malacoctenus_ebisui;1287.9675
Malacoctenus_hubbsi;1471.2422
Malacoctenus_macropus;1423.3191
Malacoctenus_margaritae;1292.9585
Malacoctenus_tetranemus;1314.5741
Malacoctenus_triangulatus;1518.2258
Malacoctenus_zonifer;1429.0007
Malacoctenus_zonogaster;1384.9312
Manonichthys_splendens;1682.0692
Maxillicosta_scabriceps;1375.0337
Mccoskerichthys_sandae;1426.7549
Mecaenichthys_immaculatus;1788.0703
Medialuna_californiensis;1207.8044
Megalops_atlanticus;1179.4038
Meiacanthus_abruptus;1372.1084
Meiacanthus_atrodorsalis;1393.1328
Meiacanthus_bundoon;1377.083
Meiacanthus_crinitus;1424.3813
Meiacanthus_ditrema;1413.3691
Meiacanthus_grammistes;1511.7374
Meiacanthus_kamoharai;1492.5701
Meiacanthus_lineatus;1454.2295
Meiacanthus_luteus;1597.063
Meiacanthus_mossambicus;1347.0894
Meiacanthus_naevius;1297.7194
Meiacanthus_nigrolineatus;1396.4569
Meiacanthus_oualanensis;1467.2362
Meiacanthus_phaeus;1346.1976
Meiacanthus_smithi;1336.3682
Meiacanthus_tongaensis;1502.8591
Melanogrammus_aeglefinus;1288.4818
Melichthys_indicus;1711.6821
Melichthys_niger;1652.3381
Melichthys_vidua;1515.147
Mendosoma_lineatum;1161.2399
Meuschenia_australis;1486.829
Meuschenia_flavolineata;1446.1617
Meuschenia_freycineti;1614.3027
Meuschenia_galii;1558.7295
Meuschenia_hippocrepis;1560.2344
Meuschenia_scaber;1506.9257
Meuschenia_trachylepis;1501.3447
Meuschenia_venusta;1615.0911
Microcanthus_strigatus;1728.8317
Microgobius_microlepis;1403.8716
Microlepidotus_brevipinnis;1142.0642
Microspathodon_bairdii;1713.1604
Microspathodon_chrysurus;1838.4607
Microspathodon_dorsalis;1597.8657
Mimoblennius_lineathorax;1298.4072
Mola_mola;1406.5112
Molva_molva;1201.6925
Monacanthus_chinensis;1600.0361
Monacanthus_tuckeri;1550.3715
Monodactylus_argenteus;1598.4283
Monotaxis_grandoculis;1310.52832245656
Monotaxis_heterodon;1482.0134
Mugil_cephalus;1291.4783
Mugil_curema;1204.4344
Mugil_galapagensis;1155.9421
Mulloidichthys_dentatus;1355.728
Mulloidichthys_flavolineatus;1340.2747
Mulloidichthys_martinicus;1381.0525
Mulloidichthys_mimicus;1460.8328
Mulloidichthys_vanicolensis;1322.7488
Mullus_argentinae;1324.1792
Mullus_surmuletus;1333.6909
Muraena_argus;1328.9865
Muraena_augusti;1302.8214
Muraena_clepsydra;1265.6404
Muraena_helena;1401.795
Muraena_lentiginosa;1359.6732
Mycteroperca_bonaci;1625.1187
Mycteroperca_fusca;1560.5621
Mycteroperca_interstitialis;1339.4763
Mycteroperca_jordani;1411.233
Mycteroperca_microlepis;1204.4402
Mycteroperca_olfax;1344.7893
Mycteroperca_rosacea;1374.4583
Mycteroperca_tigris;1372.6677
Mycteroperca_xenarcha;1330.177
Myoxocephalus_scorpius;1387.0638
Myrichthys_maculosus;1419.3673
Myrichthys_tigrinus;1429.002
Myripristis_adusta;1418.405
Myripristis_amaena;1437.0691
Myripristis_berndti;1324.511
Myripristis_clarionensis;1300.1469
Myripristis_earlei;1416.3492
Myripristis_gildi;1362.2219
Myripristis_hexagona;1373.6746
Myripristis_jacobus;1377.3517
Myripristis_kochiensis;1347.8213
Myripristis_kuntee;1297.3184
Myripristis_leiognathus;1420.092
Myripristis_murdjan;1412.2777
Myripristis_pralinia;1479.4099
Myripristis_randalli;1279.0342
Myripristis_tiki;1402.6283
Myripristis_violacea;1360.31455131177
Myripristis_vittata;1423.8088
Nannosalarias_nativitatis;1383.6101
Naso_annulatus;1425.5316
Naso_brachycentron;1289.4705
Naso_brevirostris;1501.7878
Naso_caeruleacauda;1475.2816
Naso_caesius;1293.517
Naso_elegans;1664.4722
Naso_fageni;1359.7466
Naso_hexacanthus;1426.0112
Naso_lituratus;1622.1982
Naso_thynnoides;1320.6394
Naso_tonganus;1458.5712
Naso_unicornis;1524.6829
Naso_vlamingii;1598.5215
Neatypus_obliquus;1646.6201
Nectamia_similis;1338.8148
Nelusetta_ayraud;1383.9716
Nemadactylus_bergi;1202.0939
Nemadactylus_douglasii;1246.404
Nemadactylus_macropterus;1190.922
Nemadactylus_valenciennesi;1481.0776
Nemateleotris_magnifica;1597.7239
Neocirrhites_armatus;1626.5763
Neoditrema_ransonnetii;1204.1614
Neoglyphidodon_bonang;1573.8982
Neoglyphidodon_carlsoni;1373.701
Neoglyphidodon_crossi;1729.982
Neoglyphidodon_melas;1541.9078
Neoglyphidodon_nigroris;1659.918
Neoglyphidodon_oxyodon;1784.9272
Neoglyphidodon_polyacanthus;1714.0308
Neoglyphidodon_thoracotaeniatus;1504.4923
Neomyxus_leuciscus;1176.7263
Neoniphon_argenteus;1377.7428
Neoniphon_marianus;1555.6401
Neoniphon_opercularis;1493.2876
Neoniphon_sammara;1503.7314
Neoodax_balteatus;1296.2728
Neopomacentrus_anabatoides;1259.8694
Neopomacentrus_aquadulcis;1356.4469
Neopomacentrus_azysron;1470.1409
Neopomacentrus_bankieri;1290.0588
Neopomacentrus_cyanomos;1427.1128
Neopomacentrus_filamentosus;1363.5745
Neopomacentrus_metallicus;1303.5549
Neopomacentrus_miryae;1254.8423
Neopomacentrus_nemurus;1412.221
Neopomacentrus_violascens;1345.1143
Neosebastes_pandus;1319.1279
Neosebastes_scorpaenoides;1515.8982
Nesogobius_hinsbyi;1297.8323
Nesogobius_pulchellus;1380.4723
Nexilosus_latifrons;1550.9517
Nicholsina_denticulata;1342.646
Notocirrhitus_splendens;1581.7754
Notoclinops_segmentatus;1506.4227
Notoclinops_yaldwyni;1418.474
Notoclinus_fenestratus;1473.9722
Notolabrus_celidotus;1336.761
Notolabrus_cinctus;1198.4991
Notolabrus_fucicola;1341.5675
Notolabrus_gymnogenis;1551.1012
Notolabrus_inscriptus;1435.1035
Notolabrus_parilus;1420.7262
Notolabrus_tetricus;1357.7014
Novaculichthys_taeniourus;1790.2935
Oblada_melanura;1400.8793
Ocyurus_chrysurus;1472.7825
Odax_cyanoallix;1290.117
Odax_pullus;1357.8511
Odontoscion_dentex;1250.5676
Odontoscion_eurymesops;1291.7174
Odontoscion_xanthops;1286.9907
Odonus_niger;1736.728
Ogcocephalus_darwini;1430.0889
Ogilbia_cocoensis;1272.2239
Ogilbia_galapagosensis;1295.4453
Ogilbichthys_ferocis;1274.8193
Ogilbyina_novaehollandiae;1494.8557
Ogilbyina_queenslandiae;1601.8303
Olisthops_cyanomelas;1387.9043
Oman_ypsilon;1358.7258
Omegophora_armilla;1425.3397
Omegophora_cyanopunctata;1448.0135
Omobranchus_aurosplendidus;1415.247
Omobranchus_germaini;1349.7656
Omobranchus_mekranensis;1227.6311
Omobranchus_smithi;1390.368
Ophioblennius_atlanticus;1367.6115
Ophioblennius_clippertonensis;1293.3591
Ophioblennius_steindachneri;1293.1182
Ophiodon_elongatus;1427.5
Ophthalmolepis_lineolata;1611.84
Opisthocentrus_ocellatus;1432.6013
Opisthocentrus_tenuis;1280.3628
Opisthocentrus_zonope;1289.8756
Opistognathus_aurifrons;1507.9817
