"sp_name","esthe_score","file_name","copyright"
"Centropyge_ferrugata","1469.3885","Centropyge_ferrugata_A_1","NO"
"Centropyge_fisheri","1750.2827","Centropyge_fisheri_A_1","NO"
"Centropyge_flavissima","1685.0493","Centropyge_flavissima_J_1","YES"
"Centropyge_heraldi","1557.8912","Centropyge_heraldi_A_1","NO"
"Centropyge_hotumatua","1894.3323","Centropyge_hotumatua_A_2","NO"
"Centropyge_joculator","1605.2968","Centropyge_joculator_A_1","YES"
"Centropyge_loriculus","1705.7456","Centropyge_loriculus_A_1","NO"
"Centropyge_multispinis","1600.8665","Centropyge_multispinis_A_2","NO"
"Centropyge_nox","1357.7028","Centropyge_nox_A_1","NO"
"Centropyge_tibicen","1505.5193","Centropyge_tibicen_A_2","YES"
"Cephalopholis_argus","1585.6118","Cephalopholis_argus_A_1","YES"
"Cephalopholis_boenak","1426.2004","Cephalopholis_boenak_A_1","NO"
"Cephalopholis_cruentata","1507.492","Cephalopholis_cruentata_A_1","YES"
"Cephalopholis_cyanostigma","1502.8835","Cephalopholis_cyanostigma_A_1","NO"
"Cephalopholis_formosa","1804.7888","Cephalopholis_formosa_A_1","YES"
"Cephalopholis_fulva","1559.3336","Cephalopholis_fulva_A_2","NO"
"Cephalopholis_hemistiktos","1457.1343","Cephalopholis_hemistiktos_A_1","YES"
"Cephalopholis_leopardus","1510.7789","Cephalopholis_leopardus_A_1","YES"
"Cephalopholis_microprion","1435.0377","Cephalopholis_microprion_J_1","NO"
"Cephalopholis_miniata","1763.9487","Cephalopholis_miniata_A_1",NA
"Cephalopholis_panamensis","1498.4985","Cephalopholis_panamensis_A_1","NO"
"Cephalopholis_sexmaculata","1602.4653","Cephalopholis_sexmaculata_A_1","YES"
"Cephalopholis_sonnerati","1697.117","Cephalopholis_sonnerati_A_1","YES"
"Cephalopholis_spiloparaea","1336.764","Cephalopholis_spiloparaea_A_1","YES"
"Cephalopholis_urodeta","1520.3953","Cephalopholis_urodeta_A_1","NO"
"Cetoscarus_bicolor","1648.8759","Cetoscarus_bicolor_M_1","YES"
"Chaenopsis_schmitti","1441.5002","Chaenopsis_schmitti_A_1","NO"
"Chaetodermis_penicilligerus","1700.9678","Chaetodermis_penicilligerus_A_1","NO"
"Chaetodipterus_faber","1598.939","Chaetodipterus_faber_A_2","NO"
"Chaetodipterus_zonatus","1521.731","Chaetodipterus_zonatus_A_1","YES"
"Chaetodon_adiergastos","1681.138","Chaetodon_adiergastos_A_1","YES"
"Chaetodon_andamanensis","1642.4497","Chaetodon_andamanensis_A_1","NO"
"Chaetodon_argentatus","1619.489","Chaetodon_argentatus_A_1","YES"
"Chaetodon_assarius","1627.5544","Chaetodon_assarius_A_2","NO"
"Chaetodon_aureofasciatus","1679.3416","Chaetodon_aureofasciatus_A_1","NO"
"Chaetodon_auriga","1711.7655","Chaetodon_auriga_J_2","NO"
"Chaetodon_auripes","1647.5831","Chaetodon_auripes_A_1","NO"
"Chaetodon_austriacus","1737.543","Chaetodon_austriacus_A_1","YES"
"Chaetodon_baronessa","1779.6548","Chaetodon_baronessa_A_1","NO"
"Chaetodon_bennetti","1720.8644","Chaetodon_bennetti_A_1","YES"
"Chaetodon_capistratus","1690.0546","Chaetodon_capistratus_A_1","YES"
"Chaetodon_citrinellus","1627.4077","Chaetodon_citrinellus_A_1","YES"
"Chaetodon_collare","1738.16","Chaetodon_collare_A_1","NO"
"Chaetodon_decussatus","1641.9388","Chaetodon_decussatus_A_2","YES"
"Chaetodon_dolosus","1634.1589","Chaetodon_dolosus_A_2","YES"
"Chaetodon_ephippium","1703.0808","Chaetodon_ephippium_A_2","NO"
"Chaetodon_falcula","1650.4031","Chaetodon_falcula_A_1","YES"
"Chaetodon_fasciatus","1810.9768","Chaetodon_fasciatus_A_2","NO"
"Chaetodon_flavirostris","1736.369","Chaetodon_flavirostris_A_1","YES"
"Chaetodon_guentheri","1651.9893","Chaetodon_guentheri_A_1","NO"
"Chaetodon_guttatissimus","1684.1946","Chaetodon_guttatissimus_A_1","YES"
"Chaetodon_humeralis","1587.5786","Chaetodon_humeralis_A_1","YES"
"Chaetodon_interruptus","1686.6018","Chaetodon_interruptus_A_1","YES"
"Chaetodon_kleinii","1681.1626","Chaetodon_kleinii_J_1","YES"
"Chaetodon_lineolatus","1683.7186","Chaetodon_lineolatus_A_1","NO"
"Chaetodon_litus","1556.1324","Chaetodon_litus_A_1","NO"
"Chaetodon_lunula","1800.5476","Chaetodon_lunula_A_1","YES"
"Chaetodon_lunulatus","1818.1865","Chaetodon_lunulatus_A_1","YES"
"Chaetodon_madagaskariensis","1637.138","Chaetodon_madagaskariensis_A_1","NO"
"Chaetodon_marleyi","1700.0883","Chaetodon_marleyi_A_1","YES"
"Chaetodon_melannotus","1732.3499","Chaetodon_melannotus_J_1","NO"
"Chaetodon_mertensii","1603.5881","Chaetodon_mertensii_A_1","YES"
"Chaetodon_meyeri","1759.5187","Chaetodon_meyeri_A_1","NO"
"Chaetodon_miliaris","1661.714","Chaetodon_miliaris_A_1","NO"
"Chaetodon_multicinctus","1618.663","Chaetodon_multicinctus_A_1","NO"
"Chaetodon_ocellatus","1635.2855","Chaetodon_ocellatus_J_1","NO"
"Chaetodon_ocellicaudus","1809.8689","Chaetodon_ocellicaudus_A_1","YES"
"Chaetodon_octofasciatus","1645.439","Chaetodon_octofasciatus_A_1","NO"
"Chaetodon_ornatissimus","1779.7948","Chaetodon_ornatissimus_A_1","YES"
"Chaetodon_oxycephalus","1583.5464","Chaetodon_oxycephalus_A_1","YES"
"Chaetodon_paucifasciatus","1757.797","Chaetodon_paucifasciatus_A_1","NO"
"Chaetodon_pelewensis","1817.3182","Chaetodon_pelewensis_A_2","YES"
"Chaetodon_plebeius","1733.4773","Chaetodon_plebeius_A_1","YES"
"Chaetodon_punctatofasciatus","1728.087","Chaetodon_punctatofasciatus_A_1","NO"
"Chaetodon_quadrimaculatus","1655.2732","Chaetodon_quadrimaculatus_A_1","YES"
"Chaetodon_rafflesii","1768.842","Chaetodon_rafflesii_A_1","NO"
"Chaetodon_rainfordi","1732.2506","Chaetodon_rainfordi_A_1","YES"
"Chaetodon_reticulatus","1768.6693","Chaetodon_reticulatus_A_1","YES"
"Chaetodon_sedentarius","1547.3792","Chaetodon_sedentarius_A_1","YES"
"Chaetodon_semeion","1673.2784","Chaetodon_semeion_A_1","NO"
"Chaetodon_semilarvatus","1770.8802","Chaetodon_semilarvatus_A_1","NO"
"Chaetodon_speculum","1673.2849","Chaetodon_speculum_A_1","YES"
"Chaetodon_striatus","1686.8851","Chaetodon_striatus_A_2","NO"
"Chaetodon_triangulum","1718.9442","Chaetodon_triangulum_A_2","NO"
"Chaetodon_trichrous","1550.2726","Chaetodon_trichrous_A_1","YES"
"Chaetodon_tricinctus","1768.6609","Chaetodon_tricinctus_A_1","YES"
"Chaetodon_trifascialis","1732.3347","Chaetodon_trifascialis_A_1","YES"
"Chaetodon_trifasciatus","1787.5977","Chaetodon_trifasciatus_A_1","YES"
"Chaetodon_ulietensis","1637.1733","Chaetodon_ulietensis_A_1","YES"
"Chaetodon_unimaculatus","1626.818","Chaetodon_unimaculatus_A_1","NO"
"Chaetodon_vagabundus","1665.6663","Chaetodon_vagabundus_A_1","YES"
"Chaetodon_xanthocephalus","1701.9031","Chaetodon_xanthocephalus_A_1","YES"
"Chaetodon_xanthurus","1734.3584","Chaetodon_xanthurus_A_1","NO"
"Chaetodon_zanzibarensis","1685.2375","Chaetodon_zanzibarensis_A_1","NO"
"Chaetodontoplus_conspicillatus","1714.4263","Chaetodontoplus_conspicillatus_A_1","YES"
"Chaetodontoplus_duboulayi","1702.0342","Chaetodontoplus_duboulayi_A_1","YES"
"Chaetodontoplus_meredithi","1661.3727","Chaetodontoplus_meredithi_J_1","YES"
"Chaetodontoplus_mesoleucus","1527.2556","Chaetodontoplus_mesoleucus_A_1","NO"
"Chaetodontoplus_personifer","1644.3337","Chaetodontoplus_personifer_A_2","NO"
"Chaetodontoplus_septentrionalis","2045.2472","Chaetodontoplus_septentrionalis_A_1","NO"
"Chaetodontoplus_vanderloosi","1520.1295","Chaetodontoplus_vanderloosi_A_1","NO"
"Champsocephalus_esox","1287.6597","Champsocephalus_esox_A_1","YES"
"Chanos_chanos","1280.308","Chanos_chanos_A_1","YES"
"Cheilinus_abudjubbe","1580.4581","Cheilinus_abudjubbe_A_2","NO"
"Cheilinus_chlorourus","1444.7927","Cheilinus_chlorourus_A_3","NO"
"Cheilinus_fasciatus","1556.1812","Cheilinus_fasciatus_A_2","NO"
"Cheilinus_lunulatus","1427.1069","Cheilinus_lunulatus_M_1","YES"
"Cheilinus_oxycephalus","1529.6621","Cheilinus_oxycephalus_A_2","NO"
"Cheilinus_trilobatus","1526.0945","Cheilinus_trilobatus_A_3","YES"
"Cheilinus_undulatus","1559.1982","Cheilinus_undulatus_J_1","YES"
"Cheilio_inermis","1391.8492","Cheilio_inermis_M_1","YES"
"Cheilodactylus_ephippium","1460.1366","Cheilodactylus_ephippium_A_1","YES"
"Cheilodactylus_fasciatus","1361.9814","Cheilodactylus_fasciatus_A_1","YES"
"Cheilodactylus_francisi","1444.124","Cheilodactylus_francisi_A_2","YES"
"Cheilodactylus_fuscus","1451.7168","Cheilodactylus_fuscus_A_1","YES"
"Cheilodactylus_gibbosus","1584.718","Cheilodactylus_gibbosus_A_3","YES"
"Cheilodactylus_nigripes","1470.3142","Cheilodactylus_nigripes_J_1","YES"
"Cheilodactylus_pixi","1345.314","Cheilodactylus_pixi_J_1","YES"
"Cheilodactylus_plessisi","1418.1904","Cheilodactylus_plessisi_A_1","YES"
"Cheilodactylus_rubrolabiatus","1542.3389","Cheilodactylus_rubrolabiatus_A_2","YES"
"Cheilodactylus_spectabilis","1461.3306","Cheilodactylus_spectabilis_A_2","YES"
"Cheilodactylus_vestitus","1541.9324","Cheilodactylus_vestitus_A_2","YES"
"Cheilodactylus_zebra","1497.7148","Cheilodactylus_zebra_A_1","YES"
"Cheilodactylus_zonatus","1507.2307","Cheilodactylus_zonatus_A_2","YES"
"Cheilodipterus_arabicus","1340.1165","Cheilodipterus_arabicus_A_2","NO"
"Cheilodipterus_artus","1301.8433","Cheilodipterus_artus_A_3","NO"
"Cheilodipterus_intermedius","1296.5647","Cheilodipterus_intermedius_A_1","YES"
"Cheilodipterus_isostigmus","1345.9993","Cheilodipterus_isostigmus_A_2","YES"
"Cheilodipterus_lachneri","1355.42","Cheilodipterus_lachneri_A_1","NO"
"Cheilodipterus_macrodon","1451.4722","Cheilodipterus_macrodon_A_1","YES"
"Cheilodipterus_nigrotaeniatus","1394.1162","Cheilodipterus_nigrotaeniatus_A_2","YES"
"Cheilodipterus_parazonatus","1309.968","Cheilodipterus_parazonatus_A_1","YES"
"Cheilodipterus_quinquelineatus","1413.962","Cheilodipterus_quinquelineatus_A_1","YES"
"Cheiloprion_labiatus","1677.394","Cheiloprion_labiatus_J_2","NO"
"Chelidonichthys_capensis","1347.2104","Chelidonichthys_capensis_A_1","YES"
"Chelmon_marginalis","1795.8562","Chelmon_marginalis_A_2","YES"
"Chelmon_rostratus","1764.8833","Chelmon_rostratus_A_1","NO"
"Chelmonops_curiosus","1759.8583","Chelmonops_curiosus_A_2","YES"
"Chelmonops_truncatus","1717.2185","Chelmonops_truncatus_A_2","YES"
"Chelon_auratus","1232.0342","Chelon_auratus_A_2","NO"
"Chelon_labrosus","1219.3625","Chelon_labrosus_A_1","NO"
"Chelon_ramada","1128.7653","Chelon_ramada_A_1","NO"
"Chelon_richardsonii","1197.0253","Chelon_richardsonii_A_1","YES"
"Chelonodon_pleurospilus","1420.9857","Chelonodon_pleurospilus_A_2","NO"
"Chilomycterus_antennatus","1513.525","Chilomycterus_antennatus_A_1","NO"
"Chilomycterus_reticulatus","1418.585","Chilomycterus_reticulatus_A_2","YES"
"Chirodactylus_brachydactylus","1219.6329","Chirodactylus_brachydactylus_A_1","YES"
"Chirolophis_ascanii","1275.991","Chirolophis_ascanii_A_2","YES"
"Chironemus_maculosus","1407.9768","Chironemus_maculosus_A_3","YES"
"Chironemus_marmoratus","1368.8438","Chironemus_marmoratus_J_2","YES"
"Chironemus_microlepis","1448.788","Chironemus_microlepis_A_1","YES"
"Chlorurus_atrilunula","1644.0912","Chlorurus_atrilunula_M_1","YES"
"Chlorurus_bleekeri","1720.4546","Chlorurus_bleekeri_A_1","NO"
"Chlorurus_bowersi","1817.583","Chlorurus_bowersi_A_1","NO"
"Chlorurus_capistratoides","1563.1943","Chlorurus_capistratoides_M_1","NO"
"Chlorurus_frontalis","1575.8042","Chlorurus_frontalis_A_2","YES"
"Chlorurus_gibbus","1713.339","Chlorurus_gibbus_M_2","NO"
"Chlorurus_japanensis","1595.8146","Chlorurus_japanensis_M_2","YES"
"Chlorurus_microrhinos","1677.044","Chlorurus_microrhinos_M_3","YES"
"Chlorurus_rhakoura","1351.505","Chlorurus_rhakoura_A_2","YES"
"Chlorurus_sordidus","1706.5239","Chlorurus_sordidus_M_2","YES"
"Chlorurus_spilurus","1672.6848","Chlorurus_spilurus_M_2","NO"
"Chlorurus_strongylocephalus","1673.0636","Chlorurus_strongylocephalus_M_2","YES"
"Choerodon_anchorago","1500.608","Choerodon_anchorago_M_1","NO"
"Choerodon_azurio","1542.1039","Choerodon_azurio_A_1","YES"
"Choerodon_cauteroma","1637.24","Choerodon_cauteroma_A_1","YES"
"Choerodon_cephalotes","1520.2937","Choerodon_cephalotes_A_1","YES"
"Choerodon_cyanodus","1359.1636","Choerodon_cyanodus_A_2","YES"
"Choerodon_fasciatus","1638.8665","Choerodon_fasciatus_M_1","NO"
"Choerodon_graphicus","1513.83673106666","Choerodon_graphicus_143","YES"
"Choerodon_jordani","1402.9309","Choerodon_jordani_M_2","YES"
"Choerodon_monostigma","1393.3354","Choerodon_monostigma_A_1","YES"
"Choerodon_rubescens","1291.4316","Choerodon_rubescens_A_1","YES"
"Choerodon_schoenleinii","1631.8512","Choerodon_schoenleinii_A_1","YES"
"Choerodon_vitta","1324.3638","Choerodon_vitta_J_1","YES"
"Chriolepis_dialepta","1436.0842","Chriolepis_dialepta_M_1","YES"
"Chromis_abrupta","1377.3329","Chromis_abrupta_A_2","YES"
"Chromis_acares","1394.925","Chromis_acares_A_1","YES"
"Chromis_agilis","1433.8354","Chromis_agilis_J_1","NO"
"Chromis_alpha","1314.0322","Chromis_alpha_A_1","YES"
"Chromis_alta","1618.6086","Chromis_alta_J_2","YES"
"Chromis_amboinensis","1444.0398","Chromis_amboinensis_A_1","YES"
"Chromis_analis","1706.6132","Chromis_analis_A_3","NO"
"Chromis_atrilobata","1295.4648","Chromis_atrilobata_A_2","YES"
"Chromis_atripectoralis","1553.55597624497","Chromis_atripectoralis_46","YES"
"Chromis_atripes","1320.4679","Chromis_atripes_A_3","YES"
"Chromis_bami","1377.2097","Chromis_bami_A_2","YES"
"Chromis_caudalis","1350.0824","Chromis_caudalis_A_1","YES"
"Chromis_chromis","1498.6171","Chromis_chromis_J_2","NO"
"Chromis_chrysura","1508.2728","Chromis_chrysura_A_1","YES"
"Chromis_cinerascens","1332.4675","Chromis_cinerascens_A_1","YES"
"Chromis_crusma","1338.4727","Chromis_crusma_A_1","YES"
"Chromis_cyanea","1618.942","Chromis_cyanea_J_1","YES"
"Chromis_dimidiata","1533.4419","Chromis_dimidiata_A_3","NO"
"Chromis_dispilus","1263.1292","Chromis_dispilus_A_2","YES"
"Chromis_elerae","1296.6583","Chromis_elerae_A_1","YES"
"Chromis_flavaxilla","1341.6667","Chromis_flavaxilla_A_1","YES"
"Chromis_flavipectoralis","1411.8029","Chromis_flavipectoralis_A_2","YES"
"Chromis_flavomaculata","1366.9744","Chromis_flavomaculata_A_1","YES"
"Chromis_fumea","1389.897","Chromis_fumea_A_1","NO"
"Chromis_hanui","1454.3499","Chromis_hanui_A_1","NO"
"Chromis_hypsilepis","1443.914","Chromis_hypsilepis_A_2","YES"
"Chromis_insolata","1489.0419","Chromis_insolata_J_1","YES"
"Chromis_iomelas","1532.439","Chromis_iomelas_A_2","YES"
"Chromis_klunzingeri","1429.3628","Chromis_klunzingeri_A_1","YES"
"Chromis_lepidolepis","1382.0997","Chromis_lepidolepis_A_2","YES"
"Chromis_limbata","1466.4977","Chromis_limbata_M_1","NO"
"Chromis_limbaughi","1584.9899","Chromis_limbaughi_J_1","YES"
"Chromis_lineata","1372.7664","Chromis_lineata_A_2","YES"
"Chromis_margaritifer","1406.2168","Chromis_margaritifer_A_1","YES"
"Chromis_multilineata","1267.8181","Chromis_multilineata_A_3","YES"
"Chromis_nigrura","1440.9421","Chromis_nigrura_A_1","YES"
"Chromis_nitida","1577.246","Chromis_nitida_A_2","NO"
"Chromis_notata","1376.2881","Chromis_notata_A_1","NO"
"Chromis_opercularis","1323.4976","Chromis_opercularis_J_2","NO"
"Chromis_ovalis","1373.7494","Chromis_ovalis_J_1","NO"
"Chromis_pamae","1254.7921","Chromis_pamae_A_2","NO"
"Chromis_pelloura","1436.7092","Chromis_pelloura_A_1","YES"
"Chromis_pembae","1418.9695","Chromis_pembae_A_1","YES"
"Chromis_punctipinnis","1295.1836","Chromis_punctipinnis_A_2","YES"
"Chromis_randalli","1372.8376","Chromis_randalli_A_1","YES"
"Chromis_retrofasciata","1507.4316","Chromis_retrofasciata_A_2","NO"
"Chromis_scotochiloptera","1307.3425","Chromis_scotochiloptera_A_1","YES"
"Chromis_scotti","1701.312","Chromis_scotti_J_1","YES"
"Chromis_ternatensis","1422.998","Chromis_ternatensis_A_1","NO"
"Chromis_vanderbilti","1518.9359","Chromis_vanderbilti_A_1","NO"
"Chromis_viridis","1589.5834","Chromis_viridis_M_2","YES"
"Chromis_weberi","1317.53593143744","Chromis_weberi_51","YES"
"Chromis_westaustralis","1218.7261","Chromis_westaustralis_A_2","YES"
"Chromis_xanthochira","1458.495","Chromis_xanthochira_A_2","YES"
"Chromis_xanthura","1390.0532","Chromis_xanthura_J_1","YES"
"Chromis_xutha","1255.3115","Chromis_xutha_A_1","YES"
"Chrysiptera_biocellata","1719.7556","Chrysiptera_biocellata_J_1","NO"
"Chrysiptera_bleekeri","1555.2968","Chrysiptera_bleekeri_A_2","YES"
"Chrysiptera_brownriggii","1626.826","Chrysiptera_brownriggii_J_1","YES"
"Chrysiptera_caesifrons","1497.7561","Chrysiptera_caesifrons_A_1","YES"
"Chrysiptera_cyanea","1732.467","Chrysiptera_cyanea_M_1","YES"
"Chrysiptera_flavipinnis","1639.9517","Chrysiptera_flavipinnis_A_3","YES"
"Chrysiptera_galba","1530.9471","Chrysiptera_galba_A_3","NO"
"Chrysiptera_glauca","1695.7112","Chrysiptera_glauca_A_1","NO"
"Chrysiptera_hemicyanea","1742.4532","Chrysiptera_hemicyanea_A_1","YES"
"Chrysiptera_notialis","1239.9308","Chrysiptera_notialis_A_1","YES"
"Chrysiptera_oxycephala","1415.4214","Chrysiptera_oxycephala_A_1","YES"
"Chrysiptera_parasema","1808.5242","Chrysiptera_parasema_A_2","NO"
"Chrysiptera_rapanui","1516.8623","Chrysiptera_rapanui_A_1","NO"
"Chrysiptera_rex","1477.9634","Chrysiptera_rex_A_3","NO"
"Chrysiptera_rollandi","1508.4062","Chrysiptera_rollandi_J_1","YES"
"Chrysiptera_springeri","1776.1243","Chrysiptera_springeri_J_1","YES"
"Chrysiptera_starcki","1643.562","Chrysiptera_starcki_A_2","YES"
"Chrysiptera_talboti","1423.06","Chrysiptera_talboti_A_3","YES"
"Chrysiptera_taupou","1674.3145","Chrysiptera_taupou_A_3","NO"
"Chrysiptera_traceyi","1430.2717","Chrysiptera_traceyi_A_2","NO"
"Chrysiptera_tricincta","1505.7909","Chrysiptera_tricincta_A_1","YES"
"Chrysiptera_unimaculata","1590.8657","Chrysiptera_unimaculata_J_1","YES"
"Chrysoblephus_cristiceps","1357.811","Chrysoblephus_cristiceps_A_2","NO"
"Chrysoblephus_gibbiceps","1502.917","Chrysoblephus_gibbiceps_A_2","NO"
"Chrysoblephus_laticeps","1479.6447","Chrysoblephus_laticeps_A_1","YES"
"Cirrhilabrus_cyanopleura","1484.4087","Cirrhilabrus_cyanopleura_M_1","YES"
"Cirrhilabrus_exquisitus","1602.866","Cirrhilabrus_exquisitus_M_1","NO"
"Cirrhilabrus_flavidorsalis","1452.6196","Cirrhilabrus_flavidorsalis_F_1","NO"
"Cirrhilabrus_katherinae","1481.2576","Cirrhilabrus_katherinae_A_2","NO"
"Cirrhilabrus_laboutei","1666.1372","Cirrhilabrus_laboutei_M_2","NO"
"Cirrhilabrus_lineatus","1694.7078","Cirrhilabrus_lineatus_M_1","YES"
"Cirrhilabrus_punctatus","1582.2871","Cirrhilabrus_punctatus_M_1","YES"
"Cirrhilabrus_randalli","1428.8074","Cirrhilabrus_randalli_M_1","YES"
"Cirrhilabrus_scottorum","1498.5723","Cirrhilabrus_scottorum_M_1","YES"
"Cirrhilabrus_solorensis","1506.2439","Cirrhilabrus_solorensis_M_2","YES"
"Cirrhilabrus_temminckii","1701.5619","Cirrhilabrus_temminckii_M_2","NO"
"Cirrhilabrus_walindi","1435.8604","Cirrhilabrus_walindi_F_1","YES"
"Cirrhitichthys_aprinus","1628.9236","Cirrhitichthys_aprinus_A_1","YES"
"Cirrhitichthys_falco","1754.331","Cirrhitichthys_falco_A_1","YES"
"Cirrhitichthys_oxycephalus","1763.8467","Cirrhitichthys_oxycephalus_A_1","YES"
"Cirrhitops_fasciatus","1596.5364","Cirrhitops_fasciatus_A_1","NO"
"Cirrhitops_hubbardi","1462.6782","Cirrhitops_hubbardi_A_1","YES"
"Cirrhitus_pinnulatus","1545.529","Cirrhitus_pinnulatus_A_2","NO"
"Cirrhitus_rivulatus","1689.0604","Cirrhitus_rivulatus_A_1","YES"
"Cirripectes_alboapicalis","1611.7646","Cirripectes_alboapicalis_A_1","YES"
"Cirripectes_alleni","1306.3599","Cirripectes_alleni_A_1","YES"
"Cirripectes_auritus","1445.7239","Cirripectes_auritus_F_1","YES"
"Cirripectes_castaneus","1484.8091","Cirripectes_castaneus_M_2","NO"
"Cirripectes_chelomatus","1425.92","Cirripectes_chelomatus_A_1","YES"
"Cirripectes_filamentosus","1374.8386","Cirripectes_filamentosus_A_1","YES"
"Cirripectes_fuscoguttatus","1484.794","Cirripectes_fuscoguttatus_M_1","YES"
"Cirripectes_hutchinsi","1378.2747","Cirripectes_hutchinsi_A_2","YES"
"Cirripectes_polyzona","1348.2366","Cirripectes_polyzona_J_1","YES"
"Cirripectes_springeri","1414.922","Cirripectes_springeri_A_1","YES"
"Cirripectes_stigmaticus","1575.9106","Cirripectes_stigmaticus_A_1","YES"
"Cirripectes_vanderbilti","1410.2069","Cirripectes_vanderbilti_A_1","YES"
"Cirripectes_variolosus","1329.0529","Cirripectes_variolosus_A_2","YES"
"Cleidopus_gloriamaris","1928.227","Cleidopus_gloriamaris_A_2","YES"
"Clepticus_parrae","1524.076","Clepticus_parrae_A_3","NO"
"Clinus_latipennis","1280.2528","Clinus_latipennis_A_1","NO"
"Clinus_superciliosus","1485.2737","Clinus_superciliosus_A_2","YES"
"Clinus_venustris","1535.1724","Clinus_venustris_A_4","YES"
"Cnidoglanis_macrocephalus","1270.7332","Cnidoglanis_macrocephalus_A_1","YES"
"Cochleoceps_bicolor","1600.1838","Cochleoceps_bicolor_A_2","NO"
"Cochleoceps_orientalis","1511.3312","Cochleoceps_orientalis_A_1","NO"
"Conger_verreauxi","1191.4794","Conger_verreauxi_A_1","NO"
"Congiopodus_peruvianus","1273.4122","Congiopodus_peruvianus_A_2","YES"
"Conniella_apterygia","1571.2792","Conniella_apterygia_A_1","YES"
"Coradion_altivelis","1672.7362","Coradion_altivelis_M_2","NO"
"Coradion_chrysozonus","1667.7784","Coradion_chrysozonus_A_1","YES"
"Coris_auricularis","1451.3477","Coris_auricularis_F_1","YES"
"Coris_aurilineata","1544.9137","Coris_aurilineata_M_2","YES"
"Coris_aygula","1609.0249","Coris_aygula_F_4","YES"
"Coris_batuensis","1557.438","Coris_batuensis_A_1","YES"
"Coris_bulbifrons","1585.5024","Coris_bulbifrons_J_1","YES"
"Coris_caudimacula","1464.1993","Coris_caudimacula_F_1","YES"
"Coris_centralis","1330.2473","Coris_centralis_A_1","YES"
"Coris_cuvieri","1513.0372","Coris_cuvieri_J_1","YES"
"Coris_debueni","1424.8147","Coris_debueni_A_2","NO"
"Coris_dorsomacula","1454.8911","Coris_dorsomacula_M_1","YES"
"Coris_formosa","1638.1228","Coris_formosa_J_1","NO"
"Coris_gaimard","1679.1588","Coris_gaimard_M_1","YES"
"Coris_hewetti","1685.3157","Coris_hewetti_M_1","NO"
"Coris_julis","1526.0151","Coris_julis_M_1","YES"
"Coris_picta","1465.1146","Coris_picta_J_1","YES"
"Coris_pictoides","1458.9558","Coris_pictoides_J_1","YES"
"Coris_roseoviridis","1533.173","Coris_roseoviridis_F_1","YES"
"Coris_sandeyeri","1519.6935","Coris_sandeyeri_M_1","YES"
"Coris_venusta","1573.0487","Coris_venusta_A_1","NO"
"Coryphopterus_alloides","1272.0762","Coryphopterus_alloides_A_1","NO"
"Coryphopterus_dicrus","1315.0665","Coryphopterus_dicrus_A_1","YES"
"Coryphopterus_eidolon","1411.8579","Coryphopterus_eidolon_A_2","YES"
"Coryphopterus_glaucofraenum","1347.5571","Coryphopterus_glaucofraenum_A_3","YES"
"Coryphopterus_hyalinus","1339.0795","Coryphopterus_hyalinus_A_1","YES"
"Coryphopterus_lipernes","1416.9237","Coryphopterus_lipernes_A_2","NO"
"Coryphopterus_personatus","1396.8716","Coryphopterus_personatus_A_2","YES"
"Coryphopterus_thrix","1357.4445","Coryphopterus_thrix_A_2","YES"
"Coryphopterus_tortugae","1282.8131","Coryphopterus_tortugae_A_2","YES"
"Coryphopterus_urospilus","1459.2534","Coryphopterus_urospilus_A_1","YES"
"Cratinus_agassizii","1223.4474","Cratinus_agassizii_A_2","NO"
"Cremnochorites_capensis","1285.0833","Cremnochorites_capensis_A_2","YES"
"Crenimugil_crenilabis","1239.5447","Crenimugil_crenilabis_A_1","YES"
"Cristiceps_aurantiacus","1481.4777","Cristiceps_aurantiacus_A_2","YES"
"Crocodilichthys_gracilis","1540.8826","Crocodilichthys_gracilis_F_1","NO"
"Cromileptes_altivelis","1701.993","Cromileptes_altivelis_A_1","NO"
"Crossosalarias_macrospilus","1409.2969","Crossosalarias_macrospilus_A_1","YES"
"Cryptichthys_jojettae","1454.7949","Cryptichthys_jojettae_A_2","NO"
"Cryptocentrus_caeruleomaculatus","1399.727","Cryptocentrus_caeruleomaculatus_A_2","YES"
"Cryptocentrus_caeruleopunctatus","1419.0405","Cryptocentrus_caeruleopunctatus_A_2","NO"
"Cryptocentrus_cryptocentrus","1316.2166","Cryptocentrus_cryptocentrus_A_1","YES"
"Cryptocentrus_fasciatus","1428.4963","Cryptocentrus_fasciatus_A_1","YES"
"Cryptocentrus_strigilliceps","1382.6354","Cryptocentrus_strigilliceps_A_1","YES"
"Ctenochaetus_binotatus","1698.5942","Ctenochaetus_binotatus_A_2","NO"
"Ctenochaetus_cyanocheilus","1633.3828","Ctenochaetus_cyanocheilus_J_2","NO"
"Ctenochaetus_flavicauda","1641.5615","Ctenochaetus_flavicauda_A_1","NO"
"Ctenochaetus_hawaiiensis","1884.5906","Ctenochaetus_hawaiiensis_J_1","NO"
"Ctenochaetus_marginatus","1720.678","Ctenochaetus_marginatus_A_2","YES"
"Ctenochaetus_striatus","1614.6956","Ctenochaetus_striatus_A_3","NO"
"Ctenochaetus_tominiensis","1590.978","Ctenochaetus_tominiensis_A_2","YES"
"Ctenochaetus_truncatus","1619.9419","Ctenochaetus_truncatus_A_1","NO"
