"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Chrysiptera traceyi",1430.2717,"Chrysiptera_traceyi_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera"
"Chrysiptera tricincta",1505.7909,"Chrysiptera_tricincta_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera"
"Chrysiptera unimaculata",1590.8657,"Chrysiptera_unimaculata_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera"
"Chrysoblephus cristiceps",1357.811,"Chrysoblephus_cristiceps_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Chrysoblephus"
"Chrysoblephus gibbiceps",1502.917,"Chrysoblephus_gibbiceps_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Chrysoblephus"
"Chrysoblephus laticeps",1479.6447,"Chrysoblephus_laticeps_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Chrysoblephus"
"Cirrhilabrus cyanopleura",1484.4087,"Cirrhilabrus_cyanopleura_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus exquisitus",1602.866,"Cirrhilabrus_exquisitus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus flavidorsalis",1452.6196,"Cirrhilabrus_flavidorsalis_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus katherinae",1481.2576,"Cirrhilabrus_katherinae_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus laboutei",1666.1372,"Cirrhilabrus_laboutei_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus lineatus",1694.7078,"Cirrhilabrus_lineatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus punctatus",1582.2871,"Cirrhilabrus_punctatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus randalli",1428.8074,"Cirrhilabrus_randalli_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus scottorum",1498.5723,"Cirrhilabrus_scottorum_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus solorensis",1506.2439,"Cirrhilabrus_solorensis_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus temminckii",1701.5619,"Cirrhilabrus_temminckii_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhilabrus walindi",1435.8604,"Cirrhilabrus_walindi_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus"
"Cirrhitichthys aprinus",1628.9236,"Cirrhitichthys_aprinus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitichthys"
"Cirrhitichthys falco",1754.331,"Cirrhitichthys_falco_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitichthys"
"Cirrhitichthys oxycephalus",1763.8467,"Cirrhitichthys_oxycephalus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitichthys"
"Cirrhitops fasciatus",1596.5364,"Cirrhitops_fasciatus_A_1","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitops"
"Cirrhitops hubbardi",1462.6782,"Cirrhitops_hubbardi_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitops"
"Cirrhitus pinnulatus",1545.529,"Cirrhitus_pinnulatus_A_2","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitus"
"Cirrhitus rivulatus",1689.0604,"Cirrhitus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cirrhitus"
"Cirripectes alboapicalis",1611.7646,"Cirripectes_alboapicalis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes alleni",1306.3599,"Cirripectes_alleni_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes auritus",1445.7239,"Cirripectes_auritus_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes castaneus",1484.8091,"Cirripectes_castaneus_M_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes chelomatus",1425.92,"Cirripectes_chelomatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes filamentosus",1374.8386,"Cirripectes_filamentosus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes fuscoguttatus",1484.794,"Cirripectes_fuscoguttatus_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes hutchinsi",1378.2747,"Cirripectes_hutchinsi_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes polyzona",1348.2366,"Cirripectes_polyzona_J_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes springeri",1414.922,"Cirripectes_springeri_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes stigmaticus",1575.9106,"Cirripectes_stigmaticus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes vanderbilti",1410.2069,"Cirripectes_vanderbilti_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cirripectes variolosus",1329.0529,"Cirripectes_variolosus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Cirripectes"
"Cleidopus gloriamaris",1928.227,"Cleidopus_gloriamaris_A_2","YES","Animalia","Chordata","Actinopteri","Trachichthyiformes","Monocentridae","Cleidopus"
"Clepticus parrae",1524.076,"Clepticus_parrae_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Clepticus"
"Clinus latipennis",1280.2528,"Clinus_latipennis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Clinus"
"Clinus superciliosus",1485.2737,"Clinus_superciliosus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Clinus"
"Clinus venustris",1535.1724,"Clinus_venustris_A_4","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Clinus"
"Cnidoglanis macrocephalus",1270.7332,"Cnidoglanis_macrocephalus_A_1","YES","Animalia","Chordata","Actinopteri","Siluriformes","Plotosidae","Cnidoglanis"
"Cochleoceps bicolor",1600.1838,"Cochleoceps_bicolor_A_2","NO","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Cochleoceps"
"Cochleoceps orientalis",1511.3312,"Cochleoceps_orientalis_A_1","NO","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Cochleoceps"
"Conger verreauxi",1191.4794,"Conger_verreauxi_A_1","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Congridae","Conger"
"Congiopodus peruvianus",1273.4122,"Congiopodus_peruvianus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Congiopodidae","Congiopodus"
"Conniella apterygia",1571.2792,"Conniella_apterygia_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Conniella"
"Coradion altivelis",1672.7362,"Coradion_altivelis_M_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Coradion"
"Coradion chrysozonus",1667.7784,"Coradion_chrysozonus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Coradion"
"Coris auricularis",1451.3477,"Coris_auricularis_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris aurilineata",1544.9137,"Coris_aurilineata_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris aygula",1609.0249,"Coris_aygula_F_4","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris batuensis",1557.438,"Coris_batuensis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris bulbifrons",1585.5024,"Coris_bulbifrons_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris caudimacula",1464.1993,"Coris_caudimacula_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris centralis",1330.2473,"Coris_centralis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris cuvieri",1513.0372,"Coris_cuvieri_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris debueni",1424.8147,"Coris_debueni_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris dorsomacula",1454.8911,"Coris_dorsomacula_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris formosa",1638.1228,"Coris_formosa_J_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris gaimard",1679.1588,"Coris_gaimard_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris hewetti",1685.3157,"Coris_hewetti_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris julis",1526.0151,"Coris_julis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris picta",1465.1146,"Coris_picta_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris pictoides",1458.9558,"Coris_pictoides_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris roseoviridis",1533.173,"Coris_roseoviridis_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris sandeyeri",1519.6935,"Coris_sandeyeri_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coris venusta",1573.0487,"Coris_venusta_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Coris"
"Coryphopterus alloides",1272.0762,"Coryphopterus_alloides_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus dicrus",1315.0665,"Coryphopterus_dicrus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus eidolon",1411.8579,"Coryphopterus_eidolon_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus glaucofraenum",1347.5571,"Coryphopterus_glaucofraenum_A_3","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus hyalinus",1339.0795,"Coryphopterus_hyalinus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus lipernes",1416.9237,"Coryphopterus_lipernes_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus personatus",1396.8716,"Coryphopterus_personatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus thrix",1357.4445,"Coryphopterus_thrix_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus tortugae",1282.8131,"Coryphopterus_tortugae_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Coryphopterus urospilus",1459.2534,"Coryphopterus_urospilus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Coryphopterus"
"Cratinus agassizii",1223.4474,"Cratinus_agassizii_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Cratinus"
"Cremnochorites capensis",1285.0833,"Cremnochorites_capensis_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Cremnochorites"
"Crenimugil crenilabis",1239.5447,"Crenimugil_crenilabis_A_1","YES","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Crenimugil"
"Cristiceps aurantiacus",1481.4777,"Cristiceps_aurantiacus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Cristiceps"
"Crocodilichthys gracilis",1540.8826,"Crocodilichthys_gracilis_F_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Crocodilichthys"
"Cromileptes altivelis",1701.993,"Cromileptes_altivelis_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Cromileptes"
"Crossosalarias macrospilus",1409.2969,"Crossosalarias_macrospilus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Crossosalarias"
"Cryptichthys jojettae",1454.7949,"Cryptichthys_jojettae_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Cryptichthys"
"Cryptocentrus caeruleomaculatus",1399.727,"Cryptocentrus_caeruleomaculatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Cryptocentrus caeruleopunctatus",1419.0405,"Cryptocentrus_caeruleopunctatus_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Cryptocentrus cinctus",1463.5352,"Cryptocentrus_cinctus_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Cryptocentrus cryptocentrus",1316.2166,"Cryptocentrus_cryptocentrus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Cryptocentrus fasciatus",1428.4963,"Cryptocentrus_fasciatus_A_1","YES",NA,NA,NA,NA,NA,NA
"Cryptocentrus leucostictus",1444.3323,"Cryptocentrus_leucostictus_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Cryptocentrus strigilliceps",1382.6354,"Cryptocentrus_strigilliceps_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Cryptocentrus"
"Ctenochaetus binotatus",1698.5942,"Ctenochaetus_binotatus_A_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus cyanocheilus",1633.3828,"Ctenochaetus_cyanocheilus_J_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus flavicauda",1641.5615,"Ctenochaetus_flavicauda_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus hawaiiensis",1884.5906,"Ctenochaetus_hawaiiensis_J_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus marginatus",1720.678,"Ctenochaetus_marginatus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus striatus",1614.6956,"Ctenochaetus_striatus_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus tominiensis",1590.978,"Ctenochaetus_tominiensis_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenochaetus truncatus",1619.9419,"Ctenochaetus_truncatus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus"
"Ctenogobiops aurocingulus",1273.5017,"Ctenogobiops_aurocingulus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops crocineus",1327.7229,"Ctenogobiops_crocineus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops feroculus",1316.0583,"Ctenogobiops_feroculus_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops maculosus",1349.2954,"Ctenogobiops_maculosus_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops mitodes",1291.5093,"Ctenogobiops_mitodes_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops pomastictus",1258.8838,"Ctenogobiops_pomastictus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenogobiops tangaroai",1439.9713,"Ctenogobiops_tangaroai_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ctenogobiops"
"Ctenolabrus rupestris",1253.4437,"Ctenolabrus_rupestris_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Ctenolabrus"
"Cybiosarda elegans",1312.2148,"Cybiosarda_elegans_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Cybiosarda"
"Cyclichthys orbicularis",1427.3381,"Cyclichthys_orbicularis_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Cyclichthys"
"Cymatoceps nasutus",1385.8914,"Cymatoceps_nasutus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Cymatoceps"
"Cymatogaster aggregata",1262.8911,"Cymatogaster_aggregata_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster"
"Cymbacephalus beauforti",1277.0721,"Cymbacephalus_beauforti_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Platycephalidae","Cymbacephalus"
"Cypho purpurascens",1599.4272,"Cypho_purpurascens_M_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Cypho"
"Cypho zaps",1524.2233,"Cypho_zaps_M_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Cypho"
"Cyprinocirrhites polyactis",1439.281,"Cyprinocirrhites_polyactis_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Cyprinocirrhites"
"Dactylophora nigricans",1277.4574,"Dactylophora_nigricans_A_4","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cheilodactylidae","Dactylophora"
"Dactylopus dactylopus",1464.2546,"Dactylopus_dactylopus_A_2","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Dactylopus"
"Daector reticulata",1302.5336,"Daector_reticulata_A_1","YES","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Daector"
"Daector schmitti",1387.5432,"Daector_schmitti_A_1","NO","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Daector"
"Dascyllus albisella",1563.3616,"Dascyllus_albisella_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dascyllus"
"Dascyllus aruanus",1672.289,"Dascyllus_aruanus_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dascyllus"
"Dascyllus carneus",1647.8154,"Dascyllus_carneus_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dascyllus"
"Dascyllus flavicaudus",1727.7822,"Dascyllus_flavicaudus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dascyllus"
"Dascyllus marginatus",1525.0277,"Dascyllus_marginatus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dascyllus"
