"SurveyID" "SiteLongitude" "SiteLatitude" "SiteCode" "PC1_imputation" "PC2_imputation" "PC3_imputation"
"77" 1003693 -78.87863 9.58341 "CAR25" -0.130560267557199 0.189136029049616 -0.0249317308174839
"78" 1003694 -78.88924 9.58772 "CAR24" -0.0220776767643457 -0.301173736671914 0.346608063219403
"79" 1003695 -78.88924 9.58772 "CAR24" 0.0989342795672002 -0.167574688590524 0.304130858460737
"80" 1003696 -78.86837 9.5847 "CAR26" 0.420979741358639 -0.231051550827085 0.310910741048721
"81" 1003697 -78.86837 9.5847 "CAR26" -0.136394457849688 0.213223628946305 0.103915081029058
"82" 1003698 -78.88924 9.58772 "CAR24" -0.43758559433154 0.306046831830874 0.156059655554651
"83" 1003699 -78.88924 9.58772 "CAR24" -0.0312245600691074 0.159320223080693 -0.0045222178560529
"84" 1003777 -81.11185 24.626395 "USEC5" -0.213476561893158 -0.103939378909255 -0.0816222935270695
"85" 1003778 -81.109328 24.625624 "USEC6" 0.054047178170305 0.0389209791489458 -0.1106173587014
"86" 1003780 -81.060967 24.69262 "USEC8" -0.430039642589099 0.215302017940835 -0.159653571426752
"87" 1003781 -81.04805 24.70784 "USEC9" -0.147365396012278 0.192248371181941 -0.140653003972787
"88" 1003782 -80.96287 24.68577 "USEC10" -0.0175440821269672 0.044698900172138 -0.0205641693171156
"89" 1003783 -80.9645 24.68553 "USEC11" -0.225382812488475 0.204768564182975 0.177541646804797
"90" 1003784 -81.40591 24.54569 "USEC13" -0.00417272504837384 0.0179761935592924 0.017364685876548
"91" 1003785 -81.405235 24.546777 "USEC14" -0.294609781536781 0.162132488365912 0.0388812586233059
"92" 1003786 -80.97067 24.68217 "USEC15" -0.0537393624858748 -0.0436362549054121 -0.0285893337300045
"93" 1003787 -81.02973 24.68975 "USEC16" -0.167445780079549 -0.0476710409957432 -0.144230775049801
"94" 1003793 -81.09053 24.63217 "USEC17" -0.249846568793531 -0.014285250256349 -0.109725829712787
"95" 2000859 152.91196 -31.68152 "CG10" 0.165799963715334 -0.469130652430598 0.213724526018192
"96" 2000860 152.91196 -31.68152 "CG10" 0.0261856836922384 -0.430839774294682 0.204064447856362
"97" 2000861 152.91196 -31.68152 "CG10" 0.0561747988163857 -0.2737255939334 -0.136570784590468
"98" 2000883 152.90851 -31.68406 "CG11" 0.0630029030117303 -0.699081290384811 0.0086683244411675
"99" 2000884 152.90851 -31.68406 "CG11" 0.0496258030281906 -0.483621966597971 -0.127950651955342
"100" 2000892 153.26654 -30.20774 "SI11" -0.448575580258349 0.0384636519287712 -0.0262886907880326
"101" 2000937 153.392562 -29.933083 "SI13" -0.678870790804606 -0.147825039384446 -0.096689410856662
"102" 2000938 153.392562 -29.933083 "SI13" 0.0746648229638455 -0.200709382899467 -0.0870202109697755
"103" 2000939 153.392562 -29.933083 "SI13" -0.262733834106629 -0.17601151453124 -0.0891487532741386
"104" 2000947 153.38342 -29.91274 "SI14" 0.274627268152241 -0.254331918116551 -0.0607431678227118
"105" 2000948 153.38342 -29.91274 "SI14" 0.172629896447262 -0.234843033462657 -0.285320874027046
"106" 2000949 153.38342 -29.91274 "SI14" 0.35766625321887 -0.339446492610562 -0.194211349032588
"107" 2000962 153.25802 -30.20102 "SI15" 0.093044808731879 -0.564461806940157 0.191996773327133
"108" 2001109 152.91078 -31.68128 "CG2" 0.289318436937597 -0.767074434131287 0.292209894220758
"109" 2001110 152.91078 -31.68128 "CG2" 0.084609098974738 -0.547473438310499 -0.0723565323135195
"110" 2001143 153.26816 -30.01745 "SI20" -0.0397752443323937 0.0792289015591308 0.136906966938443
"111" 2001144 153.26816 -30.01745 "SI20" -0.0397752443323937 0.0792289015591308 0.136906966938443
"112" 2001166 152.90585 -31.68309 "CG3" 0.442327364482726 -0.91771732581831 0.146844484233683
"113" 2001167 152.90585 -31.68309 "CG3" 0.426156043729975 -0.872918820083632 0.134606053104427
"114" 2001208 152.90093 -31.70804 "CG4" 0.155666718110247 -0.621357609231382 0.148827831877709
"115" 2001209 152.90093 -31.70804 "CG4" 0.191255091852258 -0.634063080062884 0.144236513208888
"116" 2001239 152.90375 -31.69339 "CG5" 0.000808243385130597 -0.637457028437633 -0.102540785568079
"117" 2001252 152.88254 -31.71699 "CG6" 0.0509939869675177 -0.50545988532248 0.170677765490634
"118" 2001253 152.88254 -31.71699 "CG6" 0.0982770856842068 -0.497823607017906 0.168002652278931
"119" 2001274 152.86517 -31.72582 "CG7" -0.0946097167936916 -0.419865261051519 0.107775224268015
"120" 2001293 152.90948 -31.68207 "CG1" 0.588356607644185 -0.505749884727505 0.281583103377274
"121" 2001309 152.90872 -31.6807 "CG9" 0.461344149211716 -0.597428155269123 0.240279212435548
"122" 2001310 152.90872 -31.6807 "CG9" 0.361765109759574 -0.950324990245905 -0.00579538967803908
"123" 2001379 152.85443 -31.58808 "NSW43" 0.0377988580866295 -0.141398358077622 0.120354314474661
"124" 2001396 152.55917 -32.069535 "NSW40" -0.244143592903943 -0.329661942230073 0.125899600928874
"125" 2001397 152.55029 -32.074552 "NSW39" -0.244143592903943 -0.329661942230073 0.125899600928874
"126" 2001398 153.62831 -28.611 "CBMP1" -0.238885538123415 -0.0170940115283688 0.00388380218493951
"127" 2001399 153.62831 -28.611 "CBMP1" -0.247099715598468 -0.058305262551625 -0.0286153501469089
"128" 2001400 153.62873 -28.6128 "CBMP2" -0.223971457767633 -0.215997450748329 0.0278938951563861
"129" 2001401 153.62873 -28.6128 "CBMP2" -0.241104255295443 -0.140651286388689 -0.0193954744458734
"130" 2001402 153.611141 -28.638579 "CBMP3" -0.368807703718284 0.0314442443743428 -0.405748512792656
"131" 2001403 152.565626 -32.208839 "NSW23" -0.244143592903943 -0.329661942230073 0.125899600928874
"132" 2001412 152.8544333 -31.57234 "NSW44" 0.0377988580866295 -0.141398358077622 0.120354314474661
"133" 2001589 153.38679 -29.9251 "SI23" -0.00374247922361006 -0.0350854018867863 0.0483903133682236
"134" 2001749 159.05395 -31.50823 "LHI45" -0.583956669733763 0.131996698321806 0.169393006608356
"135" 2001750 159.05395 -31.50823 "LHI45" -0.639436254574453 0.278211746039292 0.0886771074235174
"136" 2001751 159.05395 -31.50823 "LHI45" -0.322883906307445 -0.0925616072105553 -0.236008939302764
"137" 2001790 152.8663705 -31.59441 "NSW42" 0.0377988580866295 -0.141398358077622 0.120354314474661
"138" 2001802 152.81016 -31.76382 "NSW41" -0.0445320111175262 -0.240933606341801 0.139588673519095
"139" 2001805 167.95792 -29.05875 "NI10" 0.035598228919993 -0.0259959462645679 -0.0622391550898919
"140" 2001806 167.95792 -29.05875 "NI10" 0.010723025420615 0.161632555363959 -0.0245768009978876
"141" 2001807 167.95792 -29.05875 "NI10" -0.120132423672936 0.233780762591267 -0.112566095365112
"142" 2001808 167.95792 -29.05875 "NI10" -0.063417936935888 0.0723228487690437 -0.207812899226477
"143" 2001809 167.95792 -29.05875 "NI10" -0.0618172908916512 0.246331424448947 -0.135565070328612
"144" 2001810 167.95792 -29.05875 "NI10" -0.00676639495326234 0.321997698488011 -0.115683948455398
"145" 2001811 167.96269 -29.06139 "NI12" -0.112684778576391 0.064975105616886 -0.0128728569058167
"146" 2001812 167.961658 -29.060078 "NI13" -0.105147830922777 0.215452644622602 -0.167515987322822
"147" 2001815 167.91903 -28.9996 "NI3" -0.253899985194114 0.147055021553738 -0.0767846944572722
"148" 2001816 167.91903 -28.9996 "NI3" -0.306566820661097 0.106894062537177 -0.0395419003848055
"149" 2001817 167.91903 -28.9996 "NI3" -0.128078393862448 0.140786846355121 -0.0253064405628924
"150" 2001818 167.92 -28.99774 "NI4" -0.179780755324926 0.052772067826475 -0.141228064704845
"151" 2001819 167.92 -28.99774 "NI4" -0.243605423416995 0.0859192232887368 -0.195027356006197
"152" 2001820 167.92 -28.99774 "NI4" -0.0607000070657953 0.0840641456990835 -0.130160927052219
"153" 2001821 167.93832 -28.9995 "NI5" 0.133165775921186 0.357505923678289 0.0300508926400958
"154" 2001822 167.93832 -28.9995 "NI5" -0.238179102817351 -0.0149828212611236 0.237167783314943
"155" 2001823 167.93832 -28.9995 "NI5" 0.252452458978079 0.456373184016186 0.202327930012927
"156" 2001824 167.91784 -29.01054 "NI6" -0.268175827837563 0.0227748940389536 -0.294175448866679
"157" 2001825 167.91784 -29.01054 "NI6" -0.455027596091635 -0.114185952982138 0.0601420993085518
"158" 2001826 167.91784 -29.01054 "NI6" -0.216146093625485 -0.0748554184091135 -0.0199479579021871
"159" 2001832 167.96094 -29.06141 "NI9" -0.246786387094711 0.0903608648445952 -0.139136031550114
"160" 2001833 167.96094 -29.06141 "NI9" 0.0498335186293463 0.218419792014671 -0.000141893811618464
"161" 2001881 152.54582 -32.3271598 "NSW28" -0.244143592903943 -0.329661942230073 0.125899600928874
"162" 2001882 152.545112 -32.327369 "NSW27" -0.244143592903943 -0.329661942230073 0.125899600928874
"163" 2001892 152.5371 -32.27495 "NSW30" -0.24428156910701 -0.331684354702549 0.122692394883594
"164" 2001894 152.534999 -32.432077 "NSW32" -0.24428156910701 -0.331684354702549 0.122692394883594
"165" 2001896 152.536568 -32.432241 "NSW24" -0.24428156910701 -0.331684354702549 0.122692394883594
"166" 2001898 152.541616 -32.4465 "NSW31" -0.24428156910701 -0.331684354702549 0.122692394883594
"167" 2001899 152.537592 -32.433744 "NSW25" -0.24428156910701 -0.331684354702549 0.122692394883594
"168" 2001900 152.526583 -32.42925 "NSW26" -0.24428156910701 -0.331684354702549 0.122692394883594
"169" 2001901 152.536752 -32.431837 "NSW29" -0.24428156910701 -0.331684354702549 0.122692394883594
"170" 2002627 153.38984 -29.93044 "SI1" 0.0872117268541104 -0.296765192972684 -0.156985351659509
"171" 2002629 153.25885 -29.97515 "SI22" -0.135107626817426 -0.081194175346956 -0.107452382298627
"172" 2002630 153.25885 -29.97515 "SI22" -0.135107626817426 -0.081194175346956 -0.107452382298627
"173" 2002633 153.26527 -30.20701 "SI8" -0.294581285604331 -0.0613361442892519 0.0447387622647087
"174" 2002634 153.26482 -30.20432 "SI3" -0.166129040339681 -0.128487639458514 0.0900688862379814
"175" 2002838 152.57 -32.20903333 "NSW35" -0.244143592903943 -0.329661942230073 0.125899600928874
"176" 4000676 145.98775 -16.93144 "COR1" 0.637441310899083 0.254890559718162 -0.303435999486665
"177" 4000677 145.98775 -16.93144 "COR1" 0.674081299642959 0.387733067505231 -0.213335929045072
"178" 4000680 145.99349 -16.52825 "COR11" -0.265706735384086 0.320166631640645 0.123101449440985
"179" 4000681 145.99349 -16.52825 "COR11" 0.00642807620338684 0.236027835934918 0.0315792236372083
"180" 4000684 145.96884 -16.60383 "COR10" 0.700194268825636 -0.127483891295045 -0.0309857171192362
"181" 4000685 145.96884 -16.60383 "COR10" 0.473701247154292 0.0159840682429203 -0.0327772986770855
"182" 4000686 146.191837 -16.88857 "COR2" 0.626106329806379 0.122541025865402 -0.31924582872701
"183" 4000687 146.191837 -16.88857 "COR2" 0.593130813426247 0.0845867740478807 -0.264444418806156
"184" 4000688 146.191837 -16.88857 "COR2" 0.699073845683526 0.131757253136895 -0.249252601467031
"185" 4000689 146.191837 -16.88857 "COR2" 0.617270659747338 0.136970846284625 -0.494116338494027
"186" 4000690 146.191837 -16.88857 "COR2" 0.626106329806379 0.122541025865402 -0.31924582872701
"187" 4000691 145.991028 -16.42525 "COR3" 0.0648939362900885 0.230915389795722 -0.0376098827279776
"188" 4000692 146.26849 -16.78849 "COR4" 0.535819806633047 0.0748792206096351 -0.136961136735886
"189" 4000693 146.26849 -16.78849 "COR4" 0.431721368334934 0.0884085571941966 -0.213154493972952
"190" 4000694 146.26849 -16.78849 "COR4" 0.633325099997565 0.0957047214765585 -0.0876901205867375
"191" 4000695 146.26849 -16.78849 "COR4" 0.567821734634514 0.0615027063057575 -0.118510677789114
"192" 4000696 146.26849 -16.78849 "COR4" 0.523553013302734 0.0472528030226187 -0.152471357272944
"193" 4000697 146.26774 -16.78773 "COR5" 0.214718136112875 0.180454209454581 0.184224359061129
"194" 4000698 146.26774 -16.78773 "COR5" 0.045451569409109 0.248716283186234 0.367028529952718
"195" 4000699 146.27118 -16.78387 "COR6" 0.283297134415913 0.130996870464372 0.0491858813146805
"196" 4000700 146.27118 -16.78387 "COR6" 0.283297134415913 0.130996870464372 0.0491858813146805
"197" 4000701 146.26511 -16.73392 "COR7" 0.215104581997563 0.177927070733608 0.177588984801997
"198" 4000702 146.26511 -16.73392 "COR7" 0.215104581997563 0.177927070733608 0.177588984801997
"199" 4000703 146.26677 -16.73186 "COR8" 0.215104581997563 0.177780006215315 0.179070953929732
"200" 4000704 146.26677 -16.73186 "COR8" 0.215104581997563 0.177780006215315 0.179070953929732
"201" 4000705 146.2678 -16.7296 "COR9" 0.215104581997563 0.177780006215315 0.179070953929732
"202" 4000706 146.2678 -16.7296 "COR9" 0.215104581997563 0.177780006215315 0.179070953929732
"203" 4000707 146.09131 -17.2294 "QLD30" 0.325557021528866 0.352219963611355 0.260275626655751
"204" 4000708 146.09131 -17.2294 "QLD30" 0.325557021528866 0.352219963611355 0.260275626655751
"205" 4000709 146.07662 -17.20315 "QLD33" 0.32447955918826 0.367146507545686 0.264393608948572
"206" 4000710 146.07662 -17.20315 "QLD33" 0.32447955918826 0.367146507545686 0.264393608948572
"207" 4000711 146.09528 -17.22682 "QLD31" 0.261636358527526 0.484792368116083 0.450187406573463
"208" 4000712 146.09528 -17.22682 "QLD31" 0.354649768004912 0.348459895994971 0.246543447970806
"209" 4000713 146.08918 -17.21662 "QLD32" 0.327733128428201 0.356403848481052 0.265728475949772
"210" 4000714 146.08918 -17.21662 "QLD32" 0.327733128428201 0.356403848481052 0.265728475949772
"211" 4000715 145.8291 -15.9758 "COR12" 0.291995273236706 0.114303472437137 -0.183960264276128
"212" 4000716 145.80432 -15.9609 "COR14" 0.590103612795498 0.0702724286011537 -0.153487191500048
"213" 4000717 145.81968 -15.96846 "COR13" 0.289325113754039 0.114303472437137 -0.18517905818356
"214" 4000718 146.16255 -17.93784 "QLD28" -0.133508651771356 -0.133498407362319 0.19912206569943
"215" 4000719 146.16255 -17.93784 "QLD28" 0.165177334338824 0.057607636029819 0.212565120297153
"216" 4000720 145.45076 -14.65706 "QLD51" 0.140055073027386 -0.0152430695994465 -0.382773081713078
"217" 4000721 145.45076 -14.65706 "QLD51" 0.140055073027386 -0.0152430695994465 -0.382773081713078
"218" 4000722 145.45049 -14.65528 "QLD52" 0.141424042674925 -0.0159087407815286 -0.383721636320781
"219" 4000723 145.45049 -14.65528 "QLD52" 0.141424042674925 -0.0159087407815286 -0.383721636320781
"220" 4000724 145.44327 -14.68708 "QLD47" 0.458013603650341 0.198839020618853 -0.0912350808150508
"221" 4000725 145.44327 -14.68708 "QLD47" 0.211379428579456 0.494631714369373 0.251084669106631
"222" 4000726 145.44195 -14.68689 "QLD48" 0.301074362665172 0.472442826503673 0.171578125105815
"223" 4000727 145.44195 -14.68689 "QLD48" 0.445118099079045 0.546093313794987 0.214878404517178
"224" 4000728 145.45546 -14.64588 "QLD56" -0.326930150325174 0.338551602803883 0.0485086148102188
"225" 4000729 145.45546 -14.64588 "QLD56" 0.258273066721584 -0.218935681443425 -0.387588326777865
"226" 4000730 145.45386 -14.6461 "QLD55" 0.544243584568549 -0.185515244227072 -0.449169461323291
"227" 4000731 145.45386 -14.6461 "QLD55" 0.568896872861137 -0.289999738538264 -0.364371467532615
"228" 4000732 145.45471 -14.64524 "QLD57" -0.286395343208619 0.387615074388067 0.0597366759027685
"229" 4000733 145.45471 -14.64524 "QLD57" -0.174404789351323 0.244650139399698 -0.0446104956572261
"230" 4000734 145.46565 -14.68717 "QLD46" -0.150225449263248 0.292771394733062 0.0564420078819598
"231" 4000735 145.46565 -14.68717 "QLD46" 0.049299339127891 0.297531610015189 -0.0204755684098263
"232" 4000736 145.46565 -14.68279 "QLD49" 0.365394655410499 0.472921242170203 0.00611173550626715
"233" 4000737 145.46565 -14.68279 "QLD49" 0.234844599407141 0.397308426127369 -0.00323130844302253
"234" 4000738 145.44227 -14.66541 "QLD50" -0.367139204861852 0.375671443543826 0.16010211851021
"235" 4000739 145.44227 -14.66541 "QLD50" -0.136882949259667 0.279618668837119 0.047079050617248
"236" 4000740 145.44413 -14.68924 "QLD45" 0.69247877488384 0.290993323276096 -0.282983207394995
"237" 4000741 145.44413 -14.68924 "QLD45" 0.0812391736012338 0.465131177642629 0.173041941222651
"238" 4000742 145.4505 -14.65277 "QLD53" 0.576762073192898 0.0557470646357816 -0.612947415823114
"239" 4000743 145.4505 -14.65277 "QLD53" -0.38760959609563 0.0510505515644595 -0.132707495330098
"240" 4000744 145.4505 -14.65277 "QLD53" -0.172112174380524 0.139702807588945 -0.220100257948558
"241" 4000745 145.4505 -14.65277 "QLD53" 0.542056055010308 -0.312029258486721 -0.549949835630843
"242" 4000746 145.45921 -14.69473 "QLD43" -0.211433614307059 0.134094391524193 -0.313112238591401
"243" 4000747 145.45921 -14.69473 "QLD43" -0.211433614307059 0.134094391524193 -0.313112238591401
"244" 4000748 145.46617 -14.68942 "QLD44" 0.48985948657328 0.0311850065391939 -0.390618685032182
"245" 4000749 145.46617 -14.68942 "QLD44" 0.477852849560589 0.0734686819409133 -0.745746413965099
"246" 4000750 145.46617 -14.68942 "QLD44" 0.289864296222251 0.135377737955296 -0.367160051875931
"247" 4000751 145.46617 -14.68942 "QLD44" -0.0489034727861885 0.273322177658827 -0.00342463714119489
"248" 4000753 145.44851 -14.65101 "QLD54" 0.141214863305509 -0.0146972922802163 -0.380132182422335
"249" 4000754 153.4276 -27.93638 "QLD1" -0.651264587110464 0.101037819636949 -0.325181142158598
"250" 4000755 150.933697 -23.186976 "QLD9" -0.590718790597117 0.00147854498981321 0.0977853117102668
"251" 4000756 150.933697 -23.186976 "QLD9" 0.0746328195808231 0.0606826013536406 0.317684088737351
"252" 4000757 150.933697 -23.186976 "QLD9" -0.376039968908886 0.20602581621809 0.340436017758305
"253" 4000758 150.937484 -23.1957 "QLD7" -0.144812385889187 0.132437957954251 0.170787385762145
"254" 4000759 150.937484 -23.1957 "QLD7" 0.252131812532767 0.41951854942729 0.251968402984666
"255" 4000760 150.93451 -23.18833 "QLD8" -0.364174100602715 -0.100235140934684 0.200789706246756
"256" 4000761 150.93451 -23.18833 "QLD8" -0.24346480033887 0.256826761047275 0.248824726702049
"257" 4000762 150.93451 -23.18833 "QLD8" -0.31108521665828 0.182092696982596 0.167381013710489
"258" 4000763 150.92145 -23.16335 "QLD13" 0.0428887496328783 0.339630239157918 0.270005681975898
"259" 4000764 150.92145 -23.16335 "QLD13" 0.0579638300187194 0.463865506084357 0.359808371641568
"260" 4000765 150.92145 -23.16335 "QLD13" 0.00276753556490711 0.502544631169283 0.25155457968083
"261" 4000766 150.92335 -23.17116 "QLD10" -0.14928538033481 0.0771967722443298 0.2875417782069
"262" 4000767 150.92335 -23.17116 "QLD10" 0.0248712692824832 0.489011209169663 0.377833636715143
"263" 4000768 150.92335 -23.17116 "QLD10" -0.34543674283206 0.279892126810215 0.33308354548946
"264" 4000769 150.95608 -23.15684 "QLD14" -0.428043764691273 0.247770045448832 -0.180373886374985
"265" 4000770 150.95608 -23.15684 "QLD14" -0.172949788465957 0.104976544947764 0.21117014735815
"266" 4000771 150.95608 -23.15684 "QLD14" -0.0907939308943552 0.128232538719934 0.0198139811113142
"267" 4000772 150.95166 -23.16641 "QLD12" -0.335054800620126 0.110951687018559 -0.316683691446974
"268" 4000773 150.95166 -23.16641 "QLD12" -0.101604806038846 0.31271153172072 0.072913983829495
"269" 4000774 150.95166 -23.16641 "QLD12" 0.197631789003111 0.374883312283457 0.0477309174911415
