"sp_name";"aesthe_score";"aesthe_effect"
"Chlorurus capistratoides";1563,1943;0,00095981982065298
"Chlorurus frontalis";1575,8042;0,0019720044014029
"Chlorurus gibbus";1713,339;0,0125139306800064
"Chlorurus japanensis";1595,8146;0,00356171253340972
"Chlorurus microrhinos";1677,044;0,00981649264514568
"Chlorurus rhakoura";1351,505;-0,0173720751748494
"Chlorurus sordidus";1706,5239;0,012011818266444
"Chlorurus spilurus";1672,6848;0,00948859806401593
"Chlorurus strongylocephalus";1673,0636;0,00951712489571193
"Choerodon anchorago";1500,608;-0,0041879107251761
"Choerodon azurio";1542,1039;-0,000751475762757324
"Choerodon cauteroma";1637,24;0,00679031286210768
"Choerodon cephalotes";1520,2937;-0,00254597080110634
"Choerodon cyanodus";1359,1636;-0,0166601883348133
"Choerodon fasciatus";1638,8665;0,00691540584210138
"Choerodon graphicus";1513,83673106666;-0,00308217715114554
"Choerodon jordani";1402,9309;-0,0126673252200577
"Choerodon monostigma";1393,3354;-0,0135319499088422
"Choerodon rubescens";1291,4316;-0,0231001294257432
"Choerodon schoenleinii";1631,8512;0,0063749742867476
"Choerodon vitta";1324,3638;-0,0199278110549857
"Chriolepis dialepta";1436,0842;-0,00972483078329614
"Chromis abrupta";1377,3329;-0,0149872245976212
"Chromis acares";1394,925;-0,0133883046100544
"Chromis agilis";1433,8354;-0,00992226300735027
"Chromis alpha";1314,0322;-0,0209144691199699
"Chromis alta";1618,6086;0,00534845358703967
"Chromis amboinensis";1444,0398;-0,00902884606471434
"Chromis analis";1706,6132;0,0120184105301539
"Chromis atrilobata";1295,4648;-0,0227072964646852
"Chromis atripectoralis";1553,55597624497;0,00018063993158569
"Chromis atripes";1320,4679;-0,0202989588801546
"Chromis bami";1377,2097;-0,0149984939267109
"Chromis caudalis";1350,0824;-0,0175047537103035
"Chromis chromis";1498,6171;-0,0043551650263391
"Chromis chrysura";1508,2728;-0,0035460606001486
"Chromis cinerascens";1332,4675;-0,0191592868162542
"Chromis crusma";1338,4727;-0,0185927855438253
"Chromis cyanea";1618,942;0,00537440051098647
"Chromis dimidiata";1533,4419;-0,0014611090442648
"Chromis dispilus";1263,1292;-0,025891783732189
"Chromis elerae";1296,6583;-0,0225912842604979
"Chromis flavaxilla";1341,6667;-0,018292513720739
"Chromis flavipectoralis";1411,8029;-0,0118731387395983
"Chromis flavomaculata";1366,9744;-0,0159382739159703
"Chromis fumea";1389,897;-0,0138432247314176
"Chromis hanui";1454,3499;-0,00813256385056273
"Chromis hypsilepis";1443,914;-0,00903982163882662
"Chromis insolata";1489,0419;-0,00516268850877656
"Chromis iomelas";1532,439;-0,00154353029745734
"Chromis klunzingeri";1429,3628;-0,0103158546307193
"Chromis lepidolepis";1382,0997;-0,0145519689464414
"Chromis limbata";1466,4977;-0,00708464395401637
"Chromis limbaughi";1584,9899;0,00270424553336673
"Chromis lineata";1372,7664;-0,0154056059623412
"Chromis margaritifer";1406,2168;-0,0123726003310358
"Chromis multilineata";1267,8181;-0,0254249897894559
"Chromis nigrura";1440,9421;-0,00929938718027023
"Chromis nitida";1577,246;0,0020872199289798
"Chromis notata";1376,2881;-0,0150828263529405
"Chromis opercularis";1323,4976;-0,020010236213857
"Chromis ovalis";1373,7494;-0,0153154263671963
"Chromis pamae";1254,7921;-0,0267260626953762
"Chromis pelloura";1436,7092;-0,00967001413514031
"Chromis pembae";1418,9695;-0,0112352484558222
"Chromis punctipinnis";1295,1836;-0,0227346456056463
"Chromis randalli";1372,8376;-0,0153990719651798
"Chromis retrofasciata";1507,4316;-0,00361634312458111
"Chromis scotochiloptera";1307,3425;-0,0215574755681126
"Chromis scotti";1701,312;0,0116264689562565
"Chromis ternatensis";1422,998;-0,0108780896202959
"Chromis vanderbilti";1518,9359;-0,00265853730283045
"Chromis viridis";1589,5834;0,00306882777524292
"Chromis weberi";1317,53593143744;-0,0205789994242751
"Chromis westaustralis";1218,7261;-0,0304001586531464
"Chromis xanthochira";1458,495;-0,00777400966904872
"Chromis xanthura";1390,0532;-0,013829067417547
"Chromis xutha";1255,3115;-0,0266739255616892
"Chrysiptera biocellata";1719,7556;0,012984860887181
"Chrysiptera bleekeri";1555,2968;0,000321728406959305
"Chrysiptera brownriggii";1626,826;0,00598642224091479
"Chrysiptera caesifrons";1497,7561;-0,0044275659498691
"Chrysiptera cyanea";1732,467;0,0139126160999852
"Chrysiptera flavipinnis";1639,9517;0,00699879878697881
"Chrysiptera galba";1530,9471;-0,00166623885684417
"Chrysiptera glauca";1695,7112;0,0112110476262034
"Chrysiptera hemicyanea";1742,4532;0,0146367076280425
"Chrysiptera notialis";1239,9308;-0,0282270481080308
"Chrysiptera oxycephala";1415,4214;-0,0115506568011045
"Chrysiptera parasema";1808,5242;0,0193253806100589
"Chrysiptera rapanui";1516,8623;-0,00283064052413502
"Chrysiptera rex";1477,9634;-0,00610349759878849
"Chrysiptera rollandi";1508,4062;-0,00353491858931427
"Chrysiptera springeri";1776,1243;0,0170479467836106
"Chrysiptera starcki";1643,562;0,00727583815020993
"Chrysiptera talboti";1423,06;-0,0108726007269791
"Chrysiptera taupou";1674,3145;0,00961128234583888
"Chrysiptera traceyi";1430,2717;-0,0102357712429742
"Chrysiptera tricincta";1505,7909;-0,00375353704480135
"Chrysiptera unimaculata";1590,8657;0,00317041475832844
"Chrysoblephus cristiceps";1357,811;-0,0167856238989046
"Chrysoblephus gibbiceps";1502,917;-0,00399421072821143
"Chrysoblephus laticeps";1479,6447;-0,00596026512940295
"Cirrhilabrus cyanopleura";1484,4087;-0,00555529503824449
"Cirrhilabrus exquisitus";1602,866;0,00411715876554342
"Cirrhilabrus flavidorsalis";1452,6196;-0,00828253849138803
"Cirrhilabrus katherinae";1481,2576;-0,00582301263242345
"Cirrhilabrus laboutei";1666,1372;0,00899448506780659
"Cirrhilabrus lineatus";1694,7078;0,0111364787526195
"Cirrhilabrus punctatus";1582,2871;0,00248923248561804
"Cirrhilabrus randalli";1428,8074;-0,0103648161223901
"Cirrhilabrus solorensis";1506,2439;-0,00371564264204499
"Cirrhilabrus spp.";1498,5723;-0,00435893120286949
"Cirrhilabrus temminckii";1701,5619;0,0116449725995528
"Cirrhilabrus walindi";1435,8604;-0,00974446532965145
"Cirrhitichthys aprinus";1628,9236;0,00614875590268727
"Cirrhitichthys falco";1754,331;0,0154925734705192
"Cirrhitichthys oxycephalus";1763,8467;0,0161740656490207
"Cirrhitops fasciatus";1596,5364;0,00361868212363139
"Cirrhitops hubbardi";1462,6782;-0,00741319144489494
"Cirrhitus pinnulatus";1545,529;-0,00047197395532074
"Cirrhitus rivulatus";1689,0604;0,0107159601673649
"Cirripectes alboapicalis";1611,7646;0,00481463363899541
"Cirripectes alleni";1306,3599;-0,0216521990143522
"Cirripectes auritus";1445,7239;-0,00888200671914142
"Cirripectes castaneus";1484,8091;-0,00552131773841169
"Cirripectes chelomatus";1425,92;-0,0106196629920266
"Cirripectes filamentosus";1374,8386;-0,0152155794050568
"Cirripectes fuscoguttatus";1484,794;-0,00552259893385675
"Cirripectes hutchinsi";1378,2747;-0,0149011097225748
"Cirripectes polyzona";1348,2366;-0,0176771104477009
"Cirripectes springeri";1414,922;-0,0115951144261113
"Cirripectes stigmaticus";1575,9106;0,00198051052254676
"Cirripectes vanderbilti";1410,2069;-0,0120156375577173
"Cirripectes variolosus";1329,0529;-0,0194825432084802
"Cleidopus gloriamaris";1928,227;0,0273995079198358
"Clepticus parrae";1524,076;-0,00223293381616301
"Clinus latipennis";1280,2528;-0,0241953890998387
"Clinus superciliosus";1485,2737;-0,00548190401188773
"Clinus venustris";1535,1724;-0,00131901816826383
"Cnidoglanis macrocephalus";1270,7332;-0,0251356524053189
"Cochleoceps bicolor";1600,1838;0,00390616753000683
"Cochleoceps orientalis";1511,3312;-0,00329086023695059
"Conger verreauxi";1191,4794;-0,0332486518392306
"Congiopodus peruvianus";1273,4122;-0,0248703337468142
"Conniella apterygia";1571,2792;0,00160972180026705
"Coradion altivelis";1672,7362;0,00949246929590776
"Coradion chrysozonus";1667,7784;0,00911851993579835
"Coris auricularis";1451,3477;-0,00839289504266626
"Coris aurilineata";1544,9137;-0,000522139215808717
"Coris aygula";1609,0249;0,00460030627660469
"Coris batuensis";1557,438;0,000495049743255345
"Coris bulbifrons";1585,5024;0,00274497455870263
"Coris caudimacula";1464,1993;-0,0072822460873084
"Coris centralis";1330,2473;-0,019369376338459
"Coris cuvieri";1513,0372;-0,00314873171888189
"Coris debueni";1424,8147;-0,0107173552699411
"Coris dorsomacula";1454,8911;-0,00808569169351998
"Coris formosa";1638,1228;0,00685822380641488
"Coris gaimard";1679,1588;0,00997525883059045
"Coris hewetti";1685,3157;0,0104363451006028
"Coris julis";1526,0151;-0,00207274791070145
"Coris picta";1465,1146;-0,00720351714612245
"Coris pictoides";1458,9558;-0,00773421308647193
"Coris roseoviridis";1533,173;-0,00148320274201786
"Coris sandeyeri";1519,6935;-0,00259571713589996
"Coris venusta";1573,0487;0,0017515163801389
"Coryphopterus alloides";1272,0762;-0,0250025766035467
"Coryphopterus dicrus";1315,0665;-0,0208153456485184
"Coryphopterus eidolon";1411,8579;-0,0118682309378446
"Coryphopterus glaucofraenum";1347,5571;-0,0177406200894348
"Coryphopterus hyalinus";1339,0795;-0,0185356844431397
"Coryphopterus lipernes";1416,9237;-0,0114170134408328
"Coryphopterus personatus";1396,8716;-0,0132126215602639
"Coryphopterus thrix";1357,4445;-0,016819633389435
"Coryphopterus tortugae";1282,8131;-0,0239436978747638
"Coryphopterus urospilus";1459,2534;-0,00770851780658006
"Cratinus agassizii";1223,4474;-0,0299130537844717
"Cremnochorites capensis";1285,0833;-0,0237209448650687
"Crenimugil crenilabis";1239,5447;-0,0282662833947292
"Cristiceps aurantiacus";1481,4777;-0,00580429443437743
"Crocodilichthys gracilis";1540,8826;-0,000851288876381744
"Cromileptes altivelis";1701,993;0,0116768866635457
"Crossosalarias macrospilus";1409,2969;-0,0120969590931134
"Cryptichthys jojettae";1454,7949;-0,00809402209234956
"Cryptocentrus caeruleomaculatus";1399,727;-0,0129553606412084
"Cryptocentrus caeruleopunctatus";1419,0405;-0,0112289449628349
"Cryptocentrus cryptocentrus";1316,2166;-0,0207052158356351
"Cryptocentrus fasciatus";1428,4963;-0,0103922495741866
"Cryptocentrus strigilliceps";1382,6354;-0,0145031481373877
"Ctenochaetus binotatus";1698,5942;0,0114250559563772
"Ctenochaetus cyanocheilus";1633,3828;0,00649316080159149
"Ctenochaetus flavicauda";1641,5615;0,00712240339137042
"Ctenochaetus hawaiiensis";1884,5906;0,024515750709326
"Ctenochaetus marginatus";1720,678;0,0130524136274592
"Ctenochaetus striatus";1614,6956;0,00504352345618116
"Ctenochaetus tominiensis";1590,978;0,00317930754267909
"Ctenochaetus truncatus";1619,9419;0,00545218590359529
"Ctenogobiops aurocingulus";1273,5017;-0,0248614796224348
"Ctenogobiops crocineus";1327,7229;-0,0196086776292377
"Ctenogobiops feroculus";1316,0583;-0,0207203684133257
"Ctenogobiops maculosus";1349,2954;-0,0175782132020821
"Ctenogobiops mitodes";1291,5093;-0,0230925498761954
"Ctenogobiops pomastictus";1258,8838;-0,026315923067587
"Ctenogobiops tangaroai";1439,9713;-0,00938429279820659
"Ctenolabrus rupestris";1253,4437;-0,0268615152717893
"Cybiosarda elegans";1312,2148;-0,0210888311313881
"Cyclichthys orbicularis";1427,3381;-0,0104944346356344
"Cymatoceps nasutus";1385,8914;-0,0142068201228797
"Cymatogaster aggregata";1262,8911;-0,0259155335021224
"Cymbacephalus beauforti";1277,0721;-0,0245087709730388
"Cypho purpurascens";1599,4272;0,00384658677387699
"Cypho zaps";1524,2233;-0,00222075845122376
"Cyprinocirrhites polyactis";1439,281;-0,00944470087451809
"Dactylophora nigricans";1277,4574;-0,0244707673556922
"Dactylopus dactylopus";1464,2546;-0,00727748809663664
"Daector reticulata";1302,5336;-0,022021737627871
"Daector schmitti";1387,5432;-0,0140567561533109
"Dascyllus albisella";1563,3616;0,000973302201477931
"Dascyllus aruanus";1672,289;0,00945878408660574
"Dascyllus carneus";1647,8154;0,00760144657428651
"Dascyllus flavicaudus";1727,7822;0,013571485412022
"Dascyllus marginatus";1525,0277;-0,00215428997179833
"Dascyllus melanurus";1650,104;0,0077762970315894
"Dascyllus reticulatus";1499,2355;-0,0043031898396115
"Dascyllus strasburgi";1447,8727;-0,008694897607721
"Dascyllus trimaculatus";1766,6998;0,0163776816947358
"Decapterus koheru";1283,4854;-0,0238776904487345
"Decapterus macarellus";1191,333;-0,0332641324493278
"Decapterus muroadsi";1205,3492;-0,0317905934543365
"Decapterus punctatus";1204,082;-0,0319231092111227
"Dellichthys morelandi";1474,5162;-0,00639767995324639
"Dendrochirus barberi";1648,7328;0,00767156564689793
"Dendrochirus zebra";1781,51;0,0174293795809905
"Dentex dentex";1280,4333;-0,024177628496721
"Dermatolepis dermatolepis";1669,2161;0,00922707489172716
"Diademichthys lineatus";1483,4409;-0,00563745885230725
"Diagramma labiosum";1541,9493;-0,000764106377121184
"Diagramma melanacrum";1428,035;-0,0104329389771849
"Dialommus fuscus";1352,4775;-0,0172814554792968
"Dicentrarchus labrax";1200,6089;-0,0322870202056153
"Dicentrarchus punctatus";1245,9229;-0,027619695116749
"Dichistius capensis";1236,5197;-0,0285741059972152
"Dicotylichthys punctulatus";1421,2706;-0,0110311134999146
"Didogobius amicuscaridis";1350,4763;-0,017468002706237
"Dinolestes lewini";1195,0391;-0,0328728267563077
"Diodon holocanthus";1495,9473;-0,00457980241042969
"Diodon hystrix";1477,8584;-0,00611244811117707
"Diodon liturosus";1574,5275;0,00186989412648081
"Diodon nicthemerus";1588,0167;0,00294459863352628
"Diplodus annularis";1385,12;-0,0142769621285103
"Diplodus argenteus";1284,8044;-0,0237482894425259
"Diplodus capensis";1254,6116;-0,0267441862557799
"Diplodus cervinus";1354,4839;-0,0170947004172511
"Diplodus puntazzo";1244,285;-0,0277854203678034
"Diplodus sargus";1303,6282;-0,0219159119787255
"Diplodus vulgaris";1382,5284;-0,0145128980284176
"Diplogrammus goramensis";1448,7642;-0,00861735075989673
"Diplogrammus xenicus";1346,7904;-0,0178123183655879
"Diploprion bifasciatum";1562,479;0,000902158910098424
"Diproctacanthus xanthurus";1424,3364;-0,0107596534566234
"Dipterygonotus balteatus";1277,5616;-0,0244604916789918
"Dischistodus chrysopoecilus";1352,2087;-0,0173064963385546
"Dischistodus darwiniensis";1513,4353;-0,00311558868241764
"Dischistodus melanotus";1474,1152;-0,00643194574221465
"Dischistodus perspicillatus";1490,0355;-0,00507865225987706
"Dischistodus prosopotaenia";1520,9667;-0,00249021394074961
"Dischistodus pseudochrysopoecilus";1483,944;-0,00559474022531368
"Doratonotus megalepis";1463,4819;-0,0073439871988196
"Dotalabrus alleni";1620,6047;0,00550372076130808
"Dotalabrus aurantiacus";1394,1685;-0,0134566458282739
"Dules auriga";1357,6793;-0,0167978439878259
"Echeneis naucrates";1475,177;-0,00634123436008743
"Echeneis neucratoides";1394,817;-0,0133980589202286
"Echidna nebulosa";1400,3358;-0,0129005779043174
"Echidna nocturna";1426,8721;-0,0105355720331473
"Ecsenius aequalis";1287,1344;-0,0235200281583521
"Ecsenius alleni";1358,6238;-0,0167102325924991
"Ecsenius bandanus";1428,3292;-0,0104069872698258
"Ecsenius bathi";1420,4514;-0,0111037483781417
"Ecsenius bicolor";1439,082;-0,00946212072248411
"Ecsenius fijiensis";1368,4851;-0,0157991233968768
"Ecsenius fourmanoiri";1518,5874;-0,00268744543375604
"Ecsenius gravieri";1361,9746;-0,0163999044694666
"Ecsenius kurti";1411,134;-0,0119328418393512
"Ecsenius lineatus";1412,5164;-0,0118094860089127
"Ecsenius lividanalis";1482,9524;-0,00567895164698961
"Ecsenius midas";1478,8716;-0,00602610645460005
"Ecsenius minutus";1372,6516;-0,0154161418288201
"Ecsenius nalolo";1411,651;-0,0118866941889832
"Ecsenius namiyei";1373,6101;-0,0153282017073256
"Ecsenius oculatus";1477,9531;-0,00610437557330303
"Ecsenius prooculis";1472,9822;-0,00652881194792702
"Ecsenius randalli";1294,5015;-0,0228010104298248
"Ecsenius schroederi";1435,003;-0,00981971555591229
"Ecsenius spp.";1380,8871;-0,0146625487026903
"Ecsenius stictus";1353,7325;-0,017164608064283
"Ecsenius stigmatura";1553,5426;0,000179555215630173
"Ecsenius tigris";1360,0486;-0,0165781839580012
"Ecsenius tricolor";1444,9099;-0,00895295929822616
"Ecsenius trilineatus";1345,5989;-0,0179238230378935
"Ecsenius yaeyamaensis";1345,8213;-0,0179030025873633
"Ekemblemaria myersi";1378,0698;-0,0149198400474041
"Elacatinus atronasus";1453,0911;-0,00824165328684066
"Elacatinus cayman";1365,4236;-0,0160812780942451
"Elacatinus centralis";1280,357;-0,0241851358589086
"Elacatinus evelynae";1485,7678;-0,00544000121745488
"Elacatinus figaro";1549,9377;-0,000113116848728104
"Elacatinus genie";1525,4026;-0,00212332353873484
"Elacatinus horsti";1277,346;-0,0244817539870423
"Elacatinus jarocho";1435,8105;-0,00974884360151422
"Elacatinus oceanops";1515,3091;-0,00295970612850302
"Elacatinus prochilos";1363,6567;-0,0162444076162246
"Elacatinus puncticulatus";1442,7319;-0,00914300212627461
"Elacatinus randalli";1437,1699;-0,00962962295257446
"Elacatinus xanthiprora";1472,7876;-0,00654545683594532
"Elagatis bipinnulata";1243,2886;-0,0278863444130434
"Eleotrica cableae";1399,824;-0,0129466305215267
"Elops affinis";1162,9142;-0,0363057990961802
"Embiotoca jacksoni";1385,7578;-0,014218965333289
"Embiotoca lateralis";1371,8718;-0,0154877319588434
"Emblemariopsis pricei";1364,2563;-0,0161890257020429
"Emblemariopsis signifer";1339,5027;-0,0184958757857312
"Enchelycore lichenosa";1425,9119;-0,0106203786375234
"Enchelycore ramosa";1412,0658;-0,0118496811742805
"Engraulis australis";1165,5994;-0,0360152397170715
"Enneanectes carminalis";1441,5167;-0,00924915993433567
"Enneanectes smithi";1383,9808;-0,0143806189964745
"Enneapterygius atrogulare";1509,4597;-0,00344696137500696
"Enneapterygius hemimelas";1437,3185;-0,00961659743179548
"Enneapterygius kermadecensis";1348,1613;-0,0176841468043246
"Enneapterygius larsonae";1536,8147;-0,00118431742466108
"Enneapterygius mirabilis";1317,0034;-0,0206299298629556
"Enneapterygius rufopileus";1447,3501;-0,00874037800676467
"Enneapterygius similis";1517,1293;-0,00280846705043721
"Enophrys diceraus";1273,447;-0,0248668909518868
"Enoplosus armatus";1765,3384;0,016280564255521
"Entomacrodus chapmani";1313,0009;-0,0210133827958976
"Entomacrodus solus";1265,5283;-0,0256527301156276
"Eocallionymus papilio";1429,402;-0,0103123996590726
"Epibulus brevis";1414,6681;-0,0116177231485063
"Epibulus insidiator";1631,6525;0,00635963339501838
"Epinephelides armatus";1410,5388;-0,0119859905977964
"Epinephelus adscensionis";1522,6919;-0,00234739677650091
"Epinephelus akaara";1609,6567;0,00464976449368716
"Epinephelus albomarginatus";1316,709;-0,0206580946392178
"Epinephelus analogus";1377,2101;-0,0149984573363488
"Epinephelus areolatus";1483,201;-0,00565783405647522
"Epinephelus bilobatus";1343,6523;-0,018106205162427
"Epinephelus bleekeri";1371,4236;-0,0155288977178644
"Epinephelus bruneus";1127,4019;-0,0402129036146051
"Epinephelus coeruleopunctatus";1371,959;-0,0154797244762206
"Epinephelus coioides";1544,2571;-0,000575693696264058
"Epinephelus corallicola";1376,9229;-0,0150247319521793
"Epinephelus costae";1426,4421;-0,0105735433542773
"Epinephelus cyanopodus";1573,786;0,00181055105259785
"Epinephelus daemelii";1194,9419;-0,0328830740377286
"Epinephelus fasciatus";1616,6797;0,00519823155789158
"Epinephelus fuscoguttatus";1401,6797;-0,0127797316203127
"Epinephelus guttatus";1507,7952;-0,00358595941902699
"Epinephelus hexagonatus";1526,3;-0,00204922993529136
"Epinephelus irroratus";1386,625;-0,0141401514123003
"Epinephelus itajara";1415,225;-0,0115681388652493
"Epinephelus labriformis";1495,297;-0,00463457947098081
"Epinephelus lanceolatus";1336,8713;-0,0187436049027465
"Epinephelus longispinis";1316,5403;-0,0206742367362057
"Epinephelus macrospilos";1673,699;0,00956496136912348
"Epinephelus maculatus";1536,1913;-0,00123543146864009
"Epinephelus malabaricus";1380,901;-0,014661280579943
"Epinephelus marginatus";1527,7795;-0,00192717045620058
"Epinephelus melanostigma";1489,2422;-0,00514574311468049
"Epinephelus merra";1622,4377;0,0056461328090115
"Epinephelus morio";1384,1521;-0,0143650268009172
"Epinephelus multinotatus";1392,1415;-0,0136399453105432
"Epinephelus ongus";1859,2363;0,0228093565712553
"Epinephelus polyphekadion";1423,8374;-0,0108037973779952
"Epinephelus quoyanus";1623,6199;0,00573789665321334
"Epinephelus rivulatus";1250,9783;-0,027109552499352
"Epinephelus socialis";1454,0217;-0,00816099703682301
"Epinephelus spilotoceps";1433,0261;-0,00999339085813328
"Epinephelus striatus";1417,1313;-0,0113985566613971
"Epinephelus tauvina";1405,4529;-0,0124410559444764
"Epinephelus tukula";1580,0051;0,00230740875459506
"Epinephelus undulatostriatus";1461,606;-0,00750557466399681
"Equetus punctatus";1570,644;0,00155878264052636
"Eubalichthys bucephalus";1394,207;-0,0134531668932461
"Eubalichthys caeruleoguttatus";1466,854;-0,00705403922528715
"Eubalichthys cyanoura";1483,9832;-0,00559141232989618
"Eubalichthys gunnii";1713,5332;0,0125282093634111
"Eubalichthys mosaicus";2056,1865;0,0354940885158612
"Eucinostomus dowii";1265,0427;-0,0257010801740552
"Eupetrichthys angustipes";1470,3892;-0,00675078201337922
"Euthynnus affinis";1186,6827;-0,033756856377708
"Euthynnus lineatus";1233,2336;-0,0289093525369149
"Eutrigla gurnardus";1227,2869;-0,0295183096870697
"Eviota albolineata";1487,819;-0,00526619540220713
"Eviota atriventris";1529,0132;-0,00182547994105552
"Eviota bifasciata";1376,7899;-0,0150369013711863
"Eviota bimaculata";1512,5474;-0,00318952102620014
"Eviota fasciola";1465,3578;-0,00718260672483327
"Eviota guttata";1426,3021;-0,0105859085800831
"Eviota hoesei";1549,9495;-0,000112157728693022
"Eviota lachdeberei";1341,0547;-0,0183499931838133
"Eviota latifasciata";1383,1157;-0,014459392265326
"Eviota melasma";1495,9429;-0,00458017295791628
"Eviota mikiae";1372,408;-0,0154385013425072
"Eviota nigriventris";1430,1852;-0,0102433905863453
"Eviota pellucida";1465,9706;-0,00712993335133505
"Eviota prasites";1377,8062;-0,014943940354755
"Eviota raja";1470,6537;-0,00672812194768014
"Eviota readerae";1445,884;-0,00886805625116905
"Eviota rubriceps";1287,7439;-0,0234603859305106
"Eviota sebreei";1384,8419;-0,0143022588384734
"Eviota sigillata";1517,2161;-0,0028012594358289
"Eviota storthynx";1350,1149;-0,0175017210434192
"Eviota zebrina";1457,4829;-0,00786146294060823
"Evistias acutirostris";1735,5626;0,0141375210449698
"Evynnis cardinalis";1422,1206;-0,0109557919634884
"Exallias brevis";1721,994;0,0131487293328634
"Exyrias belissimus";1386,5815;-0,0141441036576229
"Favonigobius lateralis";1353,4265;-0,017193088361087
"Foetorepus calauropomus";1229,3784;-0,0293037990518577
"Forcipiger flavissimus";1663,1116;0,00876550260304423
"Forcipiger longirostris";1713,07880275742;0,0124947969685909
"Forsterygion capito";1348,5132;-0,0176512671239205
"Forsterygion flavonigrum";1478,4111;-0,00606534145324765
"Forsterygion gymnotum";1416,3525;-0,0114678102155088
"Forsterygion lapillum";1352,3828;-0,0172902769701086
"Forsterygion malcolmi";1382,301;-0,0145336213310388
"Forsterygion maryannae";1345,1409;-0,0179667105275353
"Forsterygion varium";1448,5107;-0,00863939652153167
"Furcina osimae";1376,0605;-0,0151036619363991
"Fusigobius duospilus";1332,3499;-0,0191704060974487
"Fusigobius inframaculatus";1493,7554;-0,00476452910424521
"Fusigobius melacron";1397,4507;-0,0131604043192843
"Fusigobius neophytus";1368,9292;-0,0157582465778816
"Fusigobius signipinnis";1364,1451;-0,01619929482539
"Gadus morhua";1327,4672;-0,0196329421632797
"Gasterosteus aculeatus";1263,6576;-0,0258390933847364
"Genicanthus caudovittatus";1514,9775;-0,00298727809009539
"Genicanthus lamarck";1592,8005;0,0033235395292907
"Genicanthus semicinctus";1683,8573;0,0103272788916453
"Genicanthus watanabei";1698,9918;0,011454541746224
"Genypterus tigerinus";1243,5654;-0,0278582995938107
"Gerres cinereus";1222,4454;-0,0300162745733337
"Gerres equulus";1178,018;-0,0346800996273699
"Gerres subfasciatus";1228,948;-0,0293479123540126
"Gillellus chathamensis";1255,7827;-0,026626645380897
"Girella cyanea";1575,069;0,00191321332299111
"Girella elevata";1286,2639;-0,0236052593634222
"Girella fimbriata";1345,1228;-0,0179684057260759
"Girella freminvillii";1314,3029;-0,0208885187012914
"Girella nigricans";1497,1115;-0,00448179718891276
"Girella punctata";1319,1548;-0,0204242997860607
"Girella simplicidens";1335,5737;-0,0188659450338576
"Girella tephraeops";1253,699;-0,0268358581102026
"Girella tricuspidata";1288,3148;-0,0234045464792519
"Girella zebra";1417,5122;-0,0113646995911636
"Glaucosoma hebraicum";1575,0927;0,00191510894763312
"Glaucosoma magnificum";1446,773;-0,0087906204704193
"Glaucosoma scapulare";1222,8345;-0,0299761814857172
"Glyptoparus delicatulus";1282,3645;-0,0239877613434005
"Gnathanacanthus goetzeei";1446,7649;-0,00879132580096193
"Gnathanodon speciosus";1517,26;-0,00279761426701842
"Gnathodentex aureolineatus";1370,052;-0,0156549584933427
"Gnatholepis anjerensis";1316,0964;-0,0207167212903129
"Gnatholepis cauerensis";1330,6725;-0,0193291140625147
"Gnatholepis thompsoni";1349,9158;-0,0175203007737039
"Gobiesox woodsi";1287,707;-0,0234639959532553
"Gobioclinus dendriticus";1518,463;-0,00269776604045403
"Gobiodon citrinus";1627,8162;0,00606308007259363
"Gobiodon heterospilos";1496,1814;-0,00456008917124353
"Gobiodon histrio";1603,8352;0,00419331259919488
"Gobiodon okinawae";1543,925;-0,000602789548953698
"Gobiodon quinquestrigatus";1456,96;-0,00790666934254563
"Gobiodon spilophthalmus";1378,7188;-0,0148605231964034
"Gobiosoma hildebrandi";1249,1646;-0,0272923362327161
"Gobiosoma spilotum";1212,3715;-0,0310587615847589
"Gobius bucchichi";1324,7485;-0,0198912213703062
"Gobius cruentatus";1428,7263;-0,0103719671151782
"Gobius fallax";1380,9893;-0,0146532251054734
"Gobius niger";1354,4567;-0,0170972303342228
"Gobius paganellus";1381,5092;-0,0146058058622912
"Gobius tetrophthalmus";1338,0215;-0,0186352611548557
"Gobius xanthocephalus";1458,7893;-0,00774859126052289
"Gobiusculus flavescens";1421,9017;-0,0109751851695324
"Gomphosus caeruleus";1575,5198;0,00194926529557627
"Gomphosus varius";1593,9507;0,00341448102038707
"Goniistius francisi";1444,124;-0,00902150046737764
"Goniistius gibbosus";1584,718;0,00268263194813621
"Goniistius rubrolabiatus";1542,3389;-0,000732279000388232
"Goniistius vestitus";1541,9324;-0,000765487161424627
"Gorgasia galzini";1401,3735;-0,0128072555661312
"Gracila albomarginata";1503,0759;-0,00398089169218146
"Gramma brasiliensis";1528,4526;-0,00187167849022393
"Gramma loreto";1533,386;-0,00146570165090092
"Grammatorcynus bicarinatus";1187,7434;-0,0336442998240931
"Grammatorcynus bilineatus";1250,747;-0,0271328480435354
"Grammistes sexlineatus";1708,6221;0,0121666195328024
"Gunnellichthys monostigma";1382,9058;-0,0144785125227257
"Gymnocaesio gymnoptera";1258,626;-0,026341724783628
"Gymnocanthus tricuspis";1320,5625;-0,0202899337269494
"Gymnoclinus cristulatus";1380,0195;-0,0147417267321957
"Gymnocranius audleyi";1286,7808;-0,0235546424039752
"Gymnocranius euanus";1380,1287;-0,0147317582948388
"Gymnocranius microdon";1237,791;-0,0284446474590771
