"Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","sp_names_fishbase"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon argentatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon assarius"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon aureofasciatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon auriga"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon auripes"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon austriacus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon baronessa"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon bennetti"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon capistratus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon citrinellus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon collare"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon decussatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Chaetodon dolosus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon ephippium"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon falcula"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon fasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon flavirostris"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon guentheri"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon guttatissimus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon humeralis"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon interruptus"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Chaetodon kleinii"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon lineolatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon litus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon lunula"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon lunulatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon madagaskariensis"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon marleyi"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon melannotus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon melapterus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon mertensii"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon meyeri"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon miliaris"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon multicinctus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon nigropunctatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon ocellatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon ocellicaudus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon octofasciatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon ornatissimus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon oxycephalus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon paucifasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon pelewensis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon plebeius"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon punctatofasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon quadrimaculatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon rafflesii"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon rainfordi"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon reticulatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon sedentarius"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon semeion"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon semilarvatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon speculum"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon striatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon triangulum"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon trichrous"
NA,"unknown",NA,NA,0,"Chaetodon tricinctus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon trifascialis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon trifasciatus"
"minor commercial","unknown",NA,NA,0,"Chaetodon ulietensis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon unimaculatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chaetodon vagabundus"
NA,"unknown",NA,NA,0,"Chaetodon wiebeli"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon xanthocephalus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon xanthurus"
NA,"unknown",NA,NA,0,"Chaetodon zanzibarensis"
NA,"high","never/rarely","never/rarely",0,"Chaetodontoplus conspicillatus"
NA,"high","never/rarely","never/rarely",0,"Chaetodontoplus duboulayi"
NA,"high","never/rarely","never/rarely",0,"Chaetodontoplus meredithi"
"minor commercial","high","never/rarely","never/rarely",0,"Chaetodontoplus mesoleucus"
NA,"high","never/rarely","never/rarely",0,"Chaetodontoplus personifer"
NA,"high","never/rarely","never/rarely",0,"Chaetodontoplus septentrionalis"
NA,NA,"never/rarely","never/rarely",0,"Chaetodontoplus vanderloosi"
"commercial","high","never/rarely","never/rarely",0,"Champsocephalus esox"
"highly commercial","unknown","commercial","usually",1,"Chanos chanos"
NA,"very high","never/rarely","never/rarely",0,"Cheilinus abudjubbe"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilinus chlorourus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilinus fasciatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilinus lunulatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilinus oxycephalus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilinus trilobatus"
"minor commercial","very high","commercial","never/rarely",1,"Cheilinus undulatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cheilio inermis"
NA,NA,NA,NA,NA,"Cheilodactylus ephippium"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Cheilodactylus fasciatus"
NA,NA,NA,NA,NA,"Cheilodactylus francisi"
NA,NA,NA,NA,NA,"Cheilodactylus fuscus"
NA,NA,NA,NA,NA,"Cheilodactylus gibbosus"
NA,NA,NA,NA,NA,"Cheilodactylus nigripes"
NA,"unknown","never/rarely","never/rarely",0,"Cheilodactylus pixi"
NA,NA,NA,NA,NA,"Cheilodactylus plessisi"
NA,NA,NA,NA,NA,"Cheilodactylus rubrolabiatus"
NA,NA,NA,NA,NA,"Cheilodactylus spectabilis"
NA,NA,NA,NA,NA,"Cheilodactylus vestitus"
NA,NA,NA,NA,NA,"Cheilodactylus zebra"
NA,NA,NA,NA,NA,"Cheilodactylus zonatus"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus arabicus"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus artus"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus intermedius"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus isostigmus"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus lachneri"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus macrodon"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus nigrotaeniatus"
NA,"high","never/rarely","never/rarely",0,"Cheilodipterus parazonatus"
"minor commercial","high","never/rarely","never/rarely",0,"Cheilodipterus quinquelineatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cheiloprion labiatus"
"commercial","low","never/rarely","never/rarely",0,"Chelidonichthys capensis"
NA,"unknown","never/rarely","never/rarely",0,"Chelmon marginalis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chelmon rostratus"
NA,"unknown","never/rarely","never/rarely",0,"Chelmonops curiosus"
NA,"unknown","never/rarely","never/rarely",0,"Chelmonops truncatus"
"commercial","medium","commercial","never/rarely",0,"Chelon auratus"
"commercial","low","never/rarely","never/rarely",1,"Chelon labrosus"
"commercial","medium","commercial","never/rarely",1,"Chelon ramada"
"commercial","medium","never/rarely","never/rarely",0,"Chelon richardsonii"
NA,"very high","never/rarely","never/rarely",0,"Chelonodon pleurospilus"
"of no interest","unknown",NA,NA,0,"Chilomycterus antennatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Chilomycterus reticulatus"
"minor commercial","unknown","never/rarely","never/rarely",1,"Chirodactylus brachydactylus"
"of no interest","unknown","never/rarely",NA,0,"Chirolophis ascanii"
NA,"unknown","never/rarely","never/rarely",0,"Chironemus maculosus"
NA,"unknown","never/rarely","never/rarely",0,"Chironemus marmoratus"
NA,"unknown","never/rarely","never/rarely",0,"Chironemus microlepis"
"commercial","high","never/rarely","never/rarely",0,"Chlorurus atrilunula"
"minor commercial","high","never/rarely","never/rarely",0,"Chlorurus bleekeri"
NA,"high",NA,NA,0,"Chlorurus bowersi"
NA,"high","never/rarely","never/rarely",0,"Chlorurus capistratoides"
NA,"high","never/rarely","never/rarely",0,"Chlorurus frontalis"
"commercial","high","never/rarely","never/rarely",0,"Chlorurus gibbus"
"commercial","high","never/rarely","never/rarely",0,"Chlorurus japanensis"
NA,"high","never/rarely","never/rarely",0,"Chlorurus microrhinos"
NA,"high","never/rarely","never/rarely",0,"Chlorurus rhakoura"
"commercial","high","never/rarely","never/rarely",0,"Chlorurus sordidus"
NA,NA,"never/rarely","never/rarely",0,"Chlorurus spilurus"
"commercial","high","never/rarely","never/rarely",0,"Chlorurus strongylocephalus"
"commercial","very high","never/rarely","never/rarely",0,"Choerodon anchorago"
NA,"very high","never/rarely","never/rarely",0,"Choerodon azurio"
NA,"very high","never/rarely","never/rarely",0,"Choerodon cauteroma"
"commercial","very high","never/rarely","never/rarely",0,"Choerodon cephalotes"
NA,"very high","never/rarely","never/rarely",0,"Choerodon cyanodus"
"commercial","very high","never/rarely","never/rarely",0,"Choerodon fasciatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Choerodon graphicus"
NA,"very high","never/rarely","never/rarely",0,"Choerodon jordani"
NA,"very high","never/rarely","never/rarely",0,"Choerodon monostigma"
NA,"very high","never/rarely","never/rarely",0,"Choerodon rubescens"
"commercial","very high","commercial","never/rarely",1,"Choerodon schoenleinii"
NA,"very high","never/rarely","never/rarely",0,"Choerodon vitta"
NA,"very high","never/rarely","never/rarely",0,"Chriolepis dialepta"
NA,"unknown","never/rarely","never/rarely",0,"Chromis abrupta"
NA,"unknown","never/rarely","never/rarely",0,"Chromis acares"
NA,NA,"never/rarely","never/rarely",0,"Chromis agilis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis alpha"
NA,"unknown","never/rarely","never/rarely",0,"Chromis alta"
NA,"unknown","never/rarely","never/rarely",0,"Chromis amboinensis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis analis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis atrilobata"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Chromis atripectoralis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis atripes"
NA,"unknown","never/rarely","never/rarely",0,"Chromis bami"
NA,"unknown","never/rarely","never/rarely",0,"Chromis caudalis"
"minor commercial","unknown","never/rarely","never/rarely",1,"Chromis chromis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis chrysura"
NA,"unknown","never/rarely","never/rarely",0,"Chromis cinerascens"
NA,"unknown","never/rarely","never/rarely",0,"Chromis crusma"
NA,"unknown","never/rarely","never/rarely",0,"Chromis cyanea"
NA,"unknown","never/rarely","never/rarely",0,"Chromis dimidiata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis dispilus"
NA,"unknown","never/rarely","never/rarely",0,"Chromis elerae"
NA,"unknown","never/rarely","never/rarely",0,"Chromis flavaxilla"
NA,"unknown","never/rarely","never/rarely",0,"Chromis flavipectoralis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis flavomaculata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis fumea"
NA,"unknown","never/rarely","never/rarely",0,"Chromis hanui"
NA,"unknown","never/rarely","never/rarely",0,"Chromis hypsilepis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis insolata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis iomelas"
NA,"unknown","never/rarely","never/rarely",0,"Chromis klunzingeri"
"of no interest","unknown","never/rarely","never/rarely",0,"Chromis lepidolepis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chromis limbata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis limbaughi"
NA,"unknown","never/rarely","never/rarely",0,"Chromis lineata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis margaritifer"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Chromis multilineata"
"of no interest","unknown","never/rarely","never/rarely",0,"Chromis nigrura"
NA,"unknown","never/rarely","never/rarely",0,"Chromis nitida"
NA,"unknown","never/rarely","never/rarely",0,"Chromis notata"
"of no interest","unknown","never/rarely","never/rarely",0,"Chromis opercularis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis ovalis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis pamae"
NA,"unknown","never/rarely","never/rarely",0,"Chromis pelloura"
NA,"unknown","never/rarely","never/rarely",0,"Chromis pembae"
"minor commercial","unknown","never/rarely","never/rarely",1,"Chromis punctipinnis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis randalli"
NA,"unknown","never/rarely","never/rarely",0,"Chromis retrofasciata"
NA,"unknown","never/rarely","never/rarely",0,"Chromis scotochiloptera"
NA,"unknown","never/rarely","never/rarely",0,"Chromis scotti"
"of no interest","unknown","never/rarely","never/rarely",0,"Chromis ternatensis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis vanderbilti"
NA,"unknown","never/rarely","never/rarely",0,"Chromis viridis"
"of no interest","unknown","never/rarely","never/rarely",0,"Chromis weberi"
NA,"unknown","never/rarely","never/rarely",0,"Chromis westaustralis"
NA,"unknown","never/rarely","never/rarely",0,"Chromis xanthochira"
NA,"unknown","never/rarely","never/rarely",0,"Chromis xanthura"
NA,"unknown","never/rarely","never/rarely",0,"Chromis xutha"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chrysiptera biocellata"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera bleekeri"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chrysiptera brownriggii"
NA,NA,"never/rarely","never/rarely",0,"Chrysiptera caesifrons"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera cyanea"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera flavipinnis"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera galba"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chrysiptera glauca"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera hemicyanea"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera notialis"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera oxycephala"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera parasema"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera rapanui"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera rex"
"of no interest","unknown","never/rarely","never/rarely",0,"Chrysiptera rollandi"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera springeri"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera starcki"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera talboti"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera taupou"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera traceyi"
NA,"unknown","never/rarely","never/rarely",0,"Chrysiptera tricincta"
"minor commercial","unknown","never/rarely","never/rarely",0,"Chrysiptera unimaculata"
"commercial","low","never/rarely","never/rarely",1,"Chrysoblephus cristiceps"
"commercial","low","never/rarely","never/rarely",0,"Chrysoblephus gibbiceps"
"commercial","low","never/rarely","never/rarely",1,"Chrysoblephus laticeps"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus cyanopleura"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus exquisitus"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus flavidorsalis"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus katherinae"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus laboutei"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus lineatus"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus punctatus"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus randalli"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus scottorum"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus solorensis"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus temminckii"
NA,"very high","never/rarely","never/rarely",0,"Cirrhilabrus walindi"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Cirrhitichthys aprinus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirrhitichthys falco"
NA,"unknown","never/rarely","never/rarely",0,"Cirrhitichthys oxycephalus"
NA,"unknown","never/rarely","never/rarely",0,"Cirrhitops fasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Cirrhitops hubbardi"
"commercial","unknown","never/rarely","never/rarely",1,"Cirrhitus pinnulatus"
"commercial","unknown","never/rarely","never/rarely",1,"Cirrhitus rivulatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes alboapicalis"
NA,"unknown","never/rarely","never/rarely",0,"Cirripectes alleni"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes auritus"
NA,"unknown","never/rarely","never/rarely",0,"Cirripectes castaneus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes chelomatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes filamentosus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes fuscoguttatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes hutchinsi"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes polyzona"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes springeri"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes stigmaticus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes vanderbilti"
"of no interest","unknown","never/rarely","never/rarely",0,"Cirripectes variolosus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cleidopus gloriamaris"
"minor commercial","very high","never/rarely","never/rarely",0,"Clepticus parrae"
NA,"unknown","never/rarely","never/rarely",0,"Clinus latipennis"
NA,"unknown","never/rarely","never/rarely",0,"Clinus superciliosus"
NA,"unknown","never/rarely","never/rarely",0,"Clinus venustris"
"minor commercial","unknown","never/rarely","never/rarely",1,"Cnidoglanis macrocephalus"
NA,"unknown","never/rarely","never/rarely",0,"Cochleoceps bicolor"
NA,"unknown","never/rarely","never/rarely",0,"Cochleoceps orientalis"
"commercial","medium",NA,NA,0,"Conger verreauxi"
NA,"unknown","never/rarely","never/rarely",0,"Congiopodus peruvianus"
NA,"very high","never/rarely","never/rarely",0,"Conniella apterygia"
"of no interest","unknown","never/rarely","never/rarely",0,"Coradion altivelis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Coradion chrysozonus"
NA,"very high","never/rarely","never/rarely",0,"Coris auricularis"
NA,"very high","never/rarely","never/rarely",0,"Coris aurilineata"
"minor commercial","very high","never/rarely","never/rarely",1,"Coris aygula"
"minor commercial","very high","never/rarely","never/rarely",0,"Coris batuensis"
NA,"very high","never/rarely","never/rarely",0,"Coris bulbifrons"
NA,"very high","never/rarely","never/rarely",0,"Coris caudimacula"
NA,"very high","never/rarely","never/rarely",0,"Coris centralis"
"minor commercial","very high","never/rarely","never/rarely",0,"Coris cuvieri"
NA,"very high","never/rarely","never/rarely",0,"Coris debueni"
NA,"very high","never/rarely","never/rarely",0,"Coris dorsomacula"
"minor commercial","very high","never/rarely","never/rarely",0,"Coris formosa"
"commercial","very high","never/rarely","never/rarely",0,"Coris gaimard"
NA,"very high","never/rarely","never/rarely",0,"Coris hewetti"
"minor commercial","very high","never/rarely","never/rarely",1,"Coris julis"
NA,"very high","never/rarely","never/rarely",0,"Coris picta"
NA,"very high","never/rarely",NA,0,"Coris pictoides"
NA,"very high","never/rarely","never/rarely",0,"Coris roseoviridis"
NA,"very high","never/rarely",NA,0,"Coris sandeyeri"
NA,"very high",NA,NA,0,"Coris venusta"
NA,"very high",NA,NA,0,"Coryphopterus alloides"
NA,"very high","never/rarely","never/rarely",0,"Coryphopterus dicrus"
NA,"very high",NA,NA,0,"Coryphopterus eidolon"
NA,"very high","never/rarely","never/rarely",0,"Coryphopterus glaucofraenum"
NA,"very high",NA,NA,0,"Coryphopterus hyalinus"
NA,"very high","never/rarely","never/rarely",0,"Coryphopterus lipernes"
NA,"very high","never/rarely","never/rarely",0,"Coryphopterus personatus"
NA,"very high",NA,NA,0,"Coryphopterus thrix"
NA,NA,"never/rarely","never/rarely",0,"Coryphopterus tortugae"
NA,"very high","never/rarely","never/rarely",0,"Coryphopterus urospilus"
"commercial","very high","never/rarely","never/rarely",0,"Cratinus agassizii"
NA,"unknown","never/rarely","never/rarely",0,"Cremnochorites capensis"
"minor commercial","medium","commercial","occasionally",0,"Crenimugil crenilabis"
NA,"unknown","never/rarely","never/rarely",0,"Cristiceps aurantiacus"
NA,"unknown","never/rarely","never/rarely",0,"Crocodilichthys gracilis"
"commercial","very high","commercial","never/rarely",0,"Cromileptes altivelis"
NA,"unknown","never/rarely","never/rarely",0,"Crossosalarias macrospilus"
"of no interest","unknown","never/rarely","never/rarely",0,"Cryptichthys jojettae"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus caeruleomaculatus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus caeruleopunctatus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus cinctus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus cryptocentrus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus fasciatus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus leucostictus"
NA,"very high","never/rarely","never/rarely",0,"Cryptocentrus strigilliceps"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus binotatus"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus cyanocheilus"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus flavicauda"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus hawaiiensis"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus marginatus"
"commercial","medium","never/rarely","never/rarely",0,"Ctenochaetus striatus"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus tominiensis"
NA,"medium","never/rarely","never/rarely",0,"Ctenochaetus truncatus"
NA,"very high",NA,NA,0,"Ctenogobiops aurocingulus"
NA,NA,"never/rarely","never/rarely",0,"Ctenogobiops crocineus"
NA,"very high","never/rarely","never/rarely",0,"Ctenogobiops feroculus"
NA,"very high","never/rarely","never/rarely",0,"Ctenogobiops maculosus"
NA,NA,"never/rarely","never/rarely",0,"Ctenogobiops mitodes"
NA,"very high",NA,NA,0,"Ctenogobiops pomastictus"
NA,"very high","never/rarely","never/rarely",0,"Ctenogobiops tangaroai"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Ctenolabrus rupestris"
"minor commercial","very high","never/rarely","usually",1,"Cybiosarda elegans"
"subsistence fisheries","unknown","never/rarely","never/rarely",1,"Cyclichthys orbicularis"
"commercial","very high","never/rarely","never/rarely",1,"Cymatoceps nasutus"
"minor commercial","unknown","never/rarely","occasionally",1,"Cymatogaster aggregata"
"subsistence fisheries","high","never/rarely",NA,0,"Cymbacephalus beauforti"
NA,"unknown","never/rarely","never/rarely",0,"Cypho purpurascens"
NA,NA,"never/rarely","never/rarely",0,"Cypho zaps"
NA,"unknown","never/rarely","never/rarely",0,"Cyprinocirrhites polyactis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Dactylophora nigricans"
"of no interest","unknown","never/rarely","never/rarely",0,"Dactylopus dactylopus"
NA,"unknown","never/rarely","never/rarely",0,"Daector reticulata"
NA,"unknown","never/rarely","never/rarely",0,"Daector schmitti"
NA,"unknown","never/rarely","never/rarely",0,"Dascyllus albisella"
"of no interest","unknown","never/rarely","never/rarely",0,"Dascyllus aruanus"
"of no interest","unknown","never/rarely","never/rarely",0,"Dascyllus carneus"
NA,"unknown","never/rarely","never/rarely",0,"Dascyllus flavicaudus"
NA,"unknown","never/rarely","never/rarely",0,"Dascyllus marginatus"
NA,"unknown","never/rarely","never/rarely",0,"Dascyllus melanurus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Dascyllus reticulatus"
NA,"unknown","never/rarely","never/rarely",0,"Dascyllus strasburgi"
"minor commercial","unknown","never/rarely","never/rarely",0,"Dascyllus trimaculatus"
"minor commercial","medium","never/rarely","never/rarely",1,"Decapterus koheru"
"commercial","medium","never/rarely","usually",1,"Decapterus macarellus"
"commercial","medium","never/rarely","usually",0,"Decapterus muroadsi"
"minor commercial","medium","never/rarely","usually",0,"Decapterus punctatus"
NA,"unknown","never/rarely","never/rarely",0,"Dellichthys morelandi"
NA,"high","never/rarely","never/rarely",0,"Dendrochirus barberi"
"minor commercial","high","never/rarely","never/rarely",0,"Dendrochirus zebra"
"commercial","very high","commercial","never/rarely",1,"Dentex dentex"
"minor commercial","very high","never/rarely","never/rarely",1,"Dermatolepis dermatolepis"
NA,"unknown","never/rarely","never/rarely",0,"Diademichthys lineatus"
NA,"medium","never/rarely","never/rarely",0,"Diagramma labiosum"
NA,"medium","never/rarely","never/rarely",0,"Diagramma melanacrum"
"of no interest","unknown","never/rarely","never/rarely",0,"Dialommus fuscus"
"commercial","very high","commercial","never/rarely",1,"Dicentrarchus labrax"
"minor commercial","medium","never/rarely","never/rarely",1,"Dicentrarchus punctatus"
"commercial","unknown","never/rarely","never/rarely",1,"Dichistius capensis"
"of no interest","unknown","never/rarely","never/rarely",0,"Dicotylichthys punctulatus"
NA,NA,"never/rarely","never/rarely",0,"Didogobius amicuscaridis"
NA,"unknown","never/rarely","never/rarely",0,"Dinolestes lewini"
"minor commercial","unknown","never/rarely","never/rarely",0,"Diodon holocanthus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Diodon hystrix"
"minor commercial","unknown","never/rarely","never/rarely",0,"Diodon liturosus"
"of no interest","unknown","never/rarely","never/rarely",0,"Diodon nicthemerus"
"commercial","low","never/rarely","never/rarely",1,"Diplodus annularis"
"minor commercial","high","never/rarely","never/rarely",1,"Diplodus argenteus"
"minor commercial","high","never/rarely","usually",1,"Diplodus capensis"
"minor commercial","low","never/rarely","never/rarely",1,"Diplodus cervinus"
"commercial","low","never/rarely","never/rarely",1,"Diplodus puntazzo"
"minor commercial","very high","commercial",NA,1,"Diplodus sargus"
"commercial","low","never/rarely","never/rarely",1,"Diplodus vulgaris"
NA,"unknown","never/rarely","never/rarely",0,"Diplogrammus goramensis"
NA,"unknown","never/rarely","never/rarely",0,"Diplogrammus xenicus"
NA,"very high","never/rarely","never/rarely",0,"Diploprion bifasciatum"
NA,"very high","never/rarely","never/rarely",0,"Diproctacanthus xanthurus"
"minor commercial","unknown","never/rarely","usually",0,"Dipterygonotus balteatus"
NA,"unknown","never/rarely","never/rarely",0,"Dischistodus chrysopoecilus"
NA,"unknown","never/rarely","never/rarely",0,"Dischistodus darwiniensis"
NA,"unknown","never/rarely","never/rarely",0,"Dischistodus melanotus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Dischistodus perspicillatus"
NA,"unknown","never/rarely","never/rarely",0,"Dischistodus prosopotaenia"
NA,"unknown","never/rarely","never/rarely",0,"Dischistodus pseudochrysopoecilus"
