"sp_name","ages_mean"
"Chrysiptera talboti",9.39937353272492
"Chrysiptera taupou",8.30866398308942
"Chrysiptera traceyi",8.02082475841797
"Chrysiptera tricincta",6.7668334051204
"Chrysiptera unimaculata",7.28877127955726
"Chrysoblephus cristiceps",9.39448612404122
"Chrysoblephus gibbiceps",14.6201672833717
"Chrysoblephus laticeps",13.3416589420893
"Cirrhilabrus cyanopleura",16.6045183396862
"Cirrhilabrus exquisitus",23.4181900700172
"Cirrhilabrus flavidorsalis",18.8820010656759
"Cirrhilabrus katherinae",18.0962396642646
"Cirrhilabrus laboutei",9.43930027289612
"Cirrhilabrus lineatus",11.9549556332909
"Cirrhilabrus punctatus",15.3289383802236
"Cirrhilabrus randalli",10.9313398747921
"Cirrhilabrus scottorum",18.8282293114887
"Cirrhilabrus solorensis",8.92488312656658
"Cirrhilabrus temminckii",8.76674961123281
"Cirrhilabrus walindi",7.14781987955927
"Cirrhitichthys aprinus",15.9834456150977
"Cirrhitichthys falco",15.5793183803622
"Cirrhitichthys oxycephalus",16.0720664902731
"Cirrhitops fasciatus",16.9906170538944
"Cirrhitops hubbardi",17.4683010487318
"Cirrhitus pinnulatus",20.9369761482293
"Cirrhitus rivulatus",26.4224705124765
"Cirripectes alboapicalis",7.43898243278709
"Cirripectes alleni",8.21422341920616
"Cirripectes auritus",8.00145325183172
"Cirripectes castaneus",7.95084949097233
"Cirripectes chelomatus",7.45932817207229
"Cirripectes filamentosus",7.42315924017389
"Cirripectes fuscoguttatus",8.67125620270188
"Cirripectes hutchinsi",10.7966284177814
"Cirripectes polyzona",10.2466240517309
"Cirripectes springeri",9.85106219609258
"Cirripectes stigmaticus",9.33033089702995
"Cirripectes vanderbilti",7.90885555198135
"Cirripectes variolosus",8.26057553956389
"Cleidopus gloriamaris",47.7232833955109
"Clepticus parrae",22.8490328794263
"Clinus latipennis",29.8229783853036
"Clinus superciliosus",10.2247439923746
"Clinus venustris",11.9903797781244
"Cnidoglanis macrocephalus",17.9219986813792
"Cochleoceps bicolor",14.921126709546
"Cochleoceps orientalis",10.4513826269575
"Conger verreauxi",91.9438294300034
"Congiopodus peruvianus",28.8651592319937
"Conniella apterygia",3.68009935589744
"Coradion altivelis",16.1620216364417
"Coradion chrysozonus",5.42325053176659
"Coris auricularis",9.80963645290166
"Coris aurilineata",9.13127747971513
"Coris aygula",8.36959385098269
"Coris batuensis",7.90201054135153
"Coris bulbifrons",9.53393360236131
"Coris caudimacula",8.05427220504704
"Coris centralis",7.75652658615106
"Coris cuvieri",6.7780150265786
"Coris debueni",9.25700951891129
"Coris dorsomacula",6.44579405361551
"Coris formosa",7.09354837090659
"Coris gaimard",8.07765666531458
"Coris hewetti",7.01572334994717
"Coris julis",11.1190321285381
"Coris picta",8.18544808856171
"Coris pictoides",9.93515793445258
"Coris roseoviridis",10.0180853239599
"Coris sandeyeri",9.3041686494429
"Coris venusta",11.3218718559895
"Coryphopterus alloides",21.8063256706446
"Coryphopterus dicrus",24.695245489705
"Coryphopterus eidolon",18.6573429054821
"Coryphopterus glaucofraenum",22.778791404037
"Coryphopterus hyalinus",22.290335082207
"Coryphopterus lipernes",21.0138914228221
"Coryphopterus personatus",21.0651396169766
"Coryphopterus thrix",17.1867941274591
"Coryphopterus tortugae",24.4594426877386
