"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Serranus cabrilla",1566.8577,"Serranus_cabrilla_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",0.0012547164668233
"Serranus flaviventris",1317.5854,"Serranus_flaviventris_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.0205742693765685
"Serranus psittacinus",1385.6589,"Serranus_psittacinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.0142279568159013
"Serranus scriba",1561.8694,"Serranus_scriba_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",0.00085299772384332
"Serranus socorroensis",1547.9255,"Serranus_socorroensis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.000276778080958436
"Serranus tabacarius",1363.477,"Serranus_tabacarius_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.0162610103075727
"Serranus tico",1547.501,"Serranus_tico_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.000311331740326885
"Serranus tigrinus",1456.115,"Serranus_tigrinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",-0.00797975663971997
"Serranus tortugarum",1598.2783,"Serranus_tortugarum_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus",0.00375605925225385
"Siganus argenteus",1255.0792,"Siganus_argenteus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0266972410620637
"Siganus canaliculatus",1346.6853,"Siganus_canaliculatus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0178221500176596
"Siganus corallinus",1652.33,"Siganus_corallinus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.00794613231703523
"Siganus doliatus",1686.0315,"Siganus_doliatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.010489841563281
"Siganus fuscescens",1428.741,"Siganus_fuscescens_J_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0103706709125066
"Siganus guttatus",1486.9805,"Siganus_guttatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.00533721565686741
"Siganus javus",1519.7616,"Siganus_javus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.00259007182029573
"Siganus lineatus",1632.4128,"Siganus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.00641832324594625
"Siganus luridus",1401.5703,"Siganus_luridus_A_3","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0127895647629279
"Siganus niger",1380.5826,"Siganus_niger_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0146903320049051
"Siganus puelloides",1535.9055,"Siganus_puelloides_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.00125887182319035
"Siganus puellus",1747.4598,"Siganus_puellus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.0149981719516146
"Siganus punctatissimus",1351.2235,"Siganus_punctatissimus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0173983181353109
"Siganus punctatus",1509.1542,"Siganus_punctatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.003472461393485
"Siganus rivulatus",1470.1282,"Siganus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.00677314622543137
"Siganus spinus",1366.7511,"Siganus_spinus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",-0.0159588551147291
"Siganus stellatus",1721.3596,"Siganus_stellatus_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.0131023079148101
"Siganus trispilos",1621.4153,"Siganus_trispilos_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.00556671890684215
"Siganus vermiculatus",1564.3296,"Siganus_vermiculatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.00105128312058311
"Siganus virgatus",1610.0696,"Siganus_virgatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.0046820764145698
"Siganus vulpinus",1680.8572,"Siganus_vulpinus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus",0.0101026195546184
"Signigobius biocellatus",1568.7948,"Signigobius_biocellatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Signigobius",0.00141037072850235
"Sillaginodes punctatus",1185.5254,"Sillaginodes_punctatus_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillaginodes",-0.0338797784999466
"Sillago ciliata",1197.7463,"Sillago_ciliata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillago",-0.0325877553729838
"Sillago schomburgkii",1206.9617,"Sillago_schomburgkii_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillago",-0.0316221696955721
"Siphamia cephalotes",1221.2004,"Siphamia_cephalotes_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia",-0.0301446458851734
"Siphamia roseigaster",1201.6409,"Siphamia_roseigaster_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia",-0.0321787775584588
"Siphamia tubifer",1384.6895,"Siphamia_tubifer_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia",-0.014316123699495
"Siphonognathus argyrophanes",1392.3938,"Siphonognathus_argyrophanes_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus",-0.0136171155492561
"Siphonognathus attenuatus",1368.8842,"Siphonognathus_attenuatus_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus",-0.0157623879620184
"Siphonognathus beddomei",1501.5544,"Siphonognathus_beddomei_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus",-0.00410848203310639
"Siphonognathus caninis",1536.1355,"Siphonognathus_caninis_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus",-0.00124000765430529
"Siphonognathus radiatus",1545.6,"Siphonognathus_radiatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus",-0.00046618662773506
"Sparisoma amplum",1551.4736,"Sparisoma_amplum_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",1.16618515471978e-05
"Sparisoma atomarium",1514.3339,"Sparisoma_atomarium_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.00304080953542895
"Sparisoma aurofrenatum",1498.3326,"Sparisoma_aurofrenatum_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.00437908384161151
"Sparisoma axillare",1376.9241,"Sparisoma_axillare_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.0150246221582609
"Sparisoma chrysopterum",1493.867,"Sparisoma_chrysopterum_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.00475511724693289
"Sparisoma cretense",1609.5273,"Sparisoma_cretense_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",0.00463963645567469
"Sparisoma frondosum",1517.3691,"Sparisoma_frondosum_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.00278855577347122
"Sparisoma radians",1378.7792,"Sparisoma_radians_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.0148550042194668
"Sparisoma rubripinne",1539.2346,"Sparisoma_rubripinne_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",-0.000986100349224861
"Sparisoma viride",1645.952,"Sparisoma_viride_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma",0.00745890220809305
"Sparodon durbanensis",1218.702,"Sparodon_durbanensis_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Sparodon",-0.0304026499304736
"Sphaeramia nematoptera",1734.5791,"Sphaeramia_nematoptera_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Sphaeramia",0.0140661102260732
"Sphoeroides annulatus",1465.622,"Sphoeroides_annulatus_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides",-0.00715989464867866
"Sphoeroides lobatus",1288.5076,"Sphoeroides_lobatus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides",-0.0233856943942232
"Sphoeroides marmoratus",1522.5562,"Sphoeroides_marmoratus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides",-0.00235862455958491
"Sphoeroides spengleri",1338.0759,"Sphoeroides_spengleri_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides",-0.0186301392225972
"Sphyraena barracuda",1242.8145,"Sphyraena_barracuda_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0279343937802015
"Sphyraena ensis",1170.503,"Sphyraena_ensis_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0354863554534702
"Sphyraena flavicauda",1232.1696,"Sphyraena_flavicauda_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.029018092841763
"Sphyraena helleri",1406.7244,"Sphyraena_helleri_A_2","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0123271331728309
"Sphyraena idiastes",1228.7227,"Sphyraena_idiastes_A_2","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0293710103524505
"Sphyraena jello",1190.9785,"Sphyraena_jello_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0333016258248937
"Sphyraena novaehollandiae",1201.5391,"Sphyraena_novaehollandiae_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0321894508488084
"Sphyraena obtusata",1191.7786,"Sphyraena_obtusata_J_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0332170197863082
"Sphyraena putnamae",1298.304,"Sphyraena_putnamae_A_2","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0224314917127496
"Sphyraena qenie",1176.1504,"Sphyraena_qenie_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0348799860415424
"Sphyraena viridensis",1266.3804,"Sphyraena_viridensis_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena",-0.0255679333305132
"Spicara maena",1245.9719,"Spicara_maena_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spicara",-0.0276147405780738
"Spondyliosoma cantharus",1318.6876,"Spondyliosoma_cantharus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spondyliosoma",-0.0204689260819393
"Spondyliosoma emarginatum",1326.2065,"Spondyliosoma_emarginatum_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spondyliosoma",-0.0197526440820066
"Spratelloides gracilis",1225.7139,"Spratelloides_gracilis_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Spratelloides",-0.0296798823708853
"Spratelloides robustus",1175.5436,"Spratelloides_robustus_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Spratelloides",-0.0349449992526739
"Springeratus polyporatus",1351.638,"Springeratus_polyporatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Springeratus",-0.017359678093049
"Squamicreedia obtusa",1256.8829,"Squamicreedia_obtusa_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Percophidae","Squamicreedia",-0.0265163204101533
"Stanulus talboti",1360.4453,"Stanulus_talboti_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Stanulus",-0.016541442930832
"Starksia galapagensis",1302.3367,"Starksia_galapagensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Starksia",-0.0220407833068337
"Stegastes acapulcoensis",1667.2505,"Stegastes_acapulcoensis_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00907863683551134
"Stegastes adustus",1745.4585,"Stegastes_adustus_J_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.0148538073681975
"Stegastes albifasciatus",1348.852,"Stegastes_albifasciatus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0176196195443557
"Stegastes altus",1560.1721,"Stegastes_altus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.000716017828847431
"Stegastes apicalis",1366.5847,"Stegastes_apicalis_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0159741941193937
"Stegastes arcifrons",1466.6364,"Stegastes_arcifrons_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00707272930127706
"Stegastes aureus",1501.8909,"Stegastes_aureus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00408025259783528
"Stegastes beebei",1629.946,"Stegastes_beebei_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00622780387217808
"Stegastes diencaeus",1602.7683,"Stegastes_diencaeus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00410947953980829
"Stegastes emeryi",1506.762,"Stegastes_emeryi_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00367231645591881
"Stegastes fasciolatus",1410.7375,"Stegastes_fasciolatus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.011968245062933
"Stegastes flavilatus",1609.7175,"Stegastes_flavilatus_J_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00465452298155775
"Stegastes fuscus",1317.6448,"Stegastes_fuscus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0205685899468092
"Stegastes gascoynei",1477.7124,"Stegastes_gascoynei_A_3","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00612489464247485
"Stegastes insularis",1295.0657,"Stegastes_insularis_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0227461141708216
"Stegastes leucorus",1491.1987,"Stegastes_leucorus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00498034283227747
"Stegastes leucostictus",1675.4509,"Stegastes_leucostictus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00969676021669896
"Stegastes nigricans",1348.8386,"Stegastes_nigricans_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0176208710981072
"Stegastes obreptus",1423.3381,"Stegastes_obreptus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0108479833262085
"Stegastes partitus",1472.999,"Stegastes_partitus_A_5","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00652737508229441
"Stegastes pictus",1434.2094,"Stegastes_pictus_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00988940641493626
"Stegastes planifrons",1641.3423,"Stegastes_planifrons_J_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.00710557977949858
"Stegastes punctatus",1430.104,"Stegastes_punctatus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0102505434991292
"Stegastes rectifraenum",1546.9607,"Stegastes_rectifraenum_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.00035532505719286
"Stegastes redemptus",1406.3503,"Stegastes_redemptus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",-0.0123606407705298
"Stegastes variabilis",1622.5442,"Stegastes_variabilis_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes",0.0056544022123643
"Stephanolepis cirrhifer",1589.96,"Stephanolepis_cirrhifer_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis",0.0030986714574656
"Stephanolepis hispidus",1594.0708,"Stephanolepis_hispidus_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis",0.0034239730396874
"Stereolepis gigas",1207.0507,"Stereolepis_gigas_A_2","NO","Animalia","Chordata","Actinopteri","Acropomatiformes","Polyprionidae","Stereolepis",-0.0316128803021402
"Stethojulis albovittata",1594.6257,"Stethojulis_albovittata_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",0.00346781988888408
"Stethojulis balteata",1676.3264,"Stethojulis_balteata_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",0.00976257415072911
"Stethojulis bandanensis",1529.8895,"Stethojulis_bandanensis_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",-0.00175329875609518
"Stethojulis interrupta",1502.6587,"Stethojulis_interrupta_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",-0.00401586450137883
"Stethojulis marquesensis",1456.8918,"Stethojulis_marquesensis_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",-0.00791256664988607
"Stethojulis strigiventer",1574.3646,"Stethojulis_strigiventer_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",0.00185685945313756
"Stethojulis terina",1531.966,"Stethojulis_terina_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",-0.00158242154087813
"Stethojulis trilineata",1745.233,"Stethojulis_trilineata_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Stethojulis",0.0148375304595913
"Stichaeus punctatus punctatus",1378.8042,"Stichaeus_punctatus_punctatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Stichaeidae","Stichaeus",-0.0148527199454528
"Stygnobrotula latebricola",1268.4509,"Stygnobrotula_latebricola_A_1","NO","Animalia","Chordata","Actinopteri","Ophidiiformes","Bythitidae","Stygnobrotula",-0.0253621249207847
"Suezichthys arquatus",1550.8264,"Suezichthys_arquatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",-4.09025311662894e-05
"Suezichthys aylingi",1546.3289,"Suezichthys_aylingi_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",-0.000406788151195149
"Suezichthys cyanolaemus",1302.2388,"Suezichthys_cyanolaemus_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",-0.022050254017906
"Suezichthys devisi",1350.1616,"Suezichthys_devisi_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",-0.0174973634622013
"Sufflamen albicaudatum",1494.6089,"Sufflamen_albicaudatum_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Sufflamen",-0.0046925665045158
"Sufflamen bursa",1575.2273,"Sufflamen_bursa_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Sufflamen",0.00192587427488657
"Sufflamen chrysopterum",1489.5493,"Sufflamen_chrysopterum_J_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Sufflamen",-0.0051197668585007
"Sufflamen fraenatum",1496.3518,"Sufflamen_fraenatum_M_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Sufflamen",-0.00454574196107494
"Sufflamen verres",1570.9075,"Sufflamen_verres_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Sufflamen",0.00157991623081443
"Symphodus cinereus",1213.4924,"Symphodus_cinereus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.0309423389791031
"Symphodus doderleini",1477.783,"Symphodus_doderleini_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.0061188758237972
"Symphodus mediterraneus",1570.1736,"Symphodus_mediterraneus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",0.00152104615534501
"Symphodus melops",1325.4196,"Symphodus_melops_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.0198274169639012
"Symphodus ocellatus",1588.1758,"Symphodus_ocellatus_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",0.00295721982079568
"Symphodus roissali",1481.1335,"Symphodus_roissali_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.00583356782676899
"Symphodus rostratus",1427.2346,"Symphodus_rostratus_A_4","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.010503570214866
"Symphodus tinca",1582.9404,"Symphodus_tinca_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",0.00254123742334599
"Symphodus trutta",1384.5236,"Symphodus_trutta_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus",-0.0143312184818584
"Symphorichthys spilurus",1708.823,"Symphorichthys_spilurus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Symphorichthys",0.0121814315851198
"Symphorus nematophorus",1741.432,"Symphorus_nematophorus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Symphorus",0.0145628519602439
"Synanceia horrida",1433.875,"Synanceia_horrida_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Synanceia",-0.00991878366838143
"Synanceia verrucosa",1624.3014,"Synanceia_verrucosa_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Synanceia",0.00579076518086463
"Synchiropus bartelsi",1388.1467,"Synchiropus_bartelsi_A_1","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",-0.0140019734848665
"Synchiropus morrisoni",1739.6582,"Synchiropus_morrisoni_A_3","NO","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",0.0144344634208536
"Synchiropus moyeri",1630.8342,"Synchiropus_moyeri_A_1","NO","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",0.00629643578465217
"Synchiropus splendidus",1905.777,"Synchiropus_splendidus_A_2","NO","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",0.0259241221378956
"Synchiropus stellatus",1721.6594,"Synchiropus_stellatus_A_3","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Synchiropus",0.0131242475325715
"Synchirus gilli",1392.6154,"Synchirus_gilli_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Synchirus",-0.0135970671376799
"Synodus binotatus",1417.4677,"Synodus_binotatus_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0113686545946761
"Synodus capricornis",1309.947,"Synodus_capricornis_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0213067436697457
"Synodus dermatogenys",1349.5884,"Synodus_dermatogenys_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0175508592373785
"Synodus doaki",1437.7095,"Synodus_doaki_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.00958233079131704
"Synodus intermedius",1410.203,"Synodus_intermedius_A_2","NO","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0120159859666034
"Synodus jaculum",1257.272,"Synodus_jaculum_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0264773256683287
"Synodus lacertinus",1459.9028,"Synodus_lacertinus_A_1","NO","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.00765246571744469
"Synodus rubromarmoratus",1341.1444,"Synodus_rubromarmoratus_A_3","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0183415668574224
"Synodus sageneus",1296.5591,"Synodus_sageneus_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0226009227636116
"Synodus saurus",1439.466,"Synodus_saurus_A_2","NO","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.00942850870368184
"Synodus synodus",1321.2653,"Synodus_synodus_J_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0202229045165087
"Synodus ulae",1296.6995,"Synodus_ulae_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0225872813892331
"Synodus variegatus",1353.8127,"Synodus_variegatus_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus",-0.0171571446852262
"Taeniamia fucata",1400.0189,"Taeniamia_fucata_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Taeniamia",-0.0129290911098083
"Taeniamia leai",1310.2639,"Taeniamia_leai_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Taeniamia",-0.0212762701345592
